feature	Adlercreutzia	Agathobaculum	Akkermansia	Alistipes	Anaerobutyricum	Anaerostipes	Anaerotignum	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Candidatus_Cibionibacter	Candidatus_Woodwardibium	Citrobacter	Clostridiaceae_unclassified	Clostridium	Collinsella	Coprococcus	Desulfovibrio	Dialister	Dorea	Dysosmobacter	Eggerthella	Ellagibacter	Enterocloster	Enterococcus	Erysipelatoclostridium	Eubacteriaceae_unclassified	Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	Eubacteriales_unclassified	Eubacterium	Evtepia	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Firmicutes_unclassified	Flavonifractor	Fusicatenibacter	Gemmiger	GGB1266	GGB14025	GGB1550	GGB27106	GGB2982	GGB3005	GGB3033	GGB3109	GGB3175	GGB3256	GGB3277	GGB3278	GGB3304	GGB33469	GGB33512	GGB3363	GGB34797	GGB3570	GGB3612	GGB3619	GGB3653	GGB3730	GGB3746	GGB4456	GGB4567	GGB4569	GGB4571	GGB4684	GGB4699	GGB47687	GGB51647	GGB6612	GGB79734	GGB79890	GGB79973	GGB80011	GGB80140	GGB9342	GGB9345	GGB9453	GGB9524	GGB9559	GGB9602	GGB9608	GGB9634	GGB9635	GGB9642	GGB9677	GGB9699	GGB9708	GGB9713	GGB9719	GGB9747	GGB9758	GGB9760	GGB9765	GGB9767	GGB9781	Gordonibacter	Holdemanella	Intestinibacter	Intestinimonas	Lachnoclostridium	Lachnospira	Lachnospiraceae_unclassified	Lacrimispora	Lactococcus	Lawsonibacter	Mediterraneibacter	Methanobrevibacter	Mogibacterium	Monoglobus	Odoribacter	Oscillibacter	Oscillospiraceae_unclassified	Parabacteroides	Paraprevotella	Parasutterella	Phascolarctobacterium	Phocaeicola	Prevotella	Pseudoruminococcus	Romboutsia	Roseburia	Ruminococcus	Ruthenibacterium	Sanguibacter	Senegalimassilia	Slackia	Staphylococcus	Streptococcus	Sutterella	Turicibacter	Vescimonas	Waltera	Other
JA2369	-8.41168635828771	-6.83034762961355	-7.87445651843195	-7.07605737139835	-5.13252449686233	-5.77523234409078	-10.6704136081696	-4.60543025536567	-7.49412828872541	-3.82000262172236	-10.0478558328159	-2.27189007481888	NA	NA	-7.69164163241147	NA	NA	-5.35796250983645	-6.80075643100367	-4.60839738309935	-6.68576306557732	NA	NA	-5.65809318658486	-9.62527869544907	-14.1449719188943	-7.84995169747048	-10.0751427521596	NA	-12.0002397958913	NA	-9.6400522050005	-9.38766646449911	-6.9130898848192	NA	-5.44673280200844	-3.84434787046079	NA	NA	-11.0735872856576	-12.5036269482757	-4.39305800407128	-4.97511951866688	NA	NA	NA	NA	NA	-13.6535835334854	NA	-15.1607392347526	NA	NA	NA	NA	NA	NA	NA	NA	-7.55805056513512	NA	NA	NA	-20.2534963756725	NA	-19.4461414536149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6798491881792	NA	NA	NA	NA	NA	-16.9497156274954	-11.35451717105	NA	NA	NA	-15.9773719703983	-7.8348531262966	NA	-14.220073374135	NA	NA	-13.1101131616827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8665561303482	-3.45585542913898	-8.64807473325183	NA	-10.9175478104702	-5.39541214720449	NA	-12.7797906260531	NA	-10.8454320557578	NA	-10.3881497308557	-8.64247157836515	NA	-11.7323867320212	-6.47971325238738	-5.63444422840456	NA	NA	NA	-5.30064139881138	-3.84625558585429	-10.9369319902756	NA	NA	NA	NA	-12.3227590381096	-11.3084183805647	NA	-10.3314695362666	NA	-4.5329915771035
JE1361	NA	-10.9657850060094	-7.01503666525864	-5.25496204511072	-4.82997518359371	-6.88611676357268	NA	-4.34386208283236	-8.24056737125336	-2.56684896755527	-11.1590897524777	-5.45754652792355	-9.87195443437429	-9.95371698270034	-4.04727712086031	-9.11562567830386	-9.31355093310019	-7.26685535885527	-5.95989102920504	-5.28208855170291	-7.4124245026741	-7.67512469419807	NA	-6.47793854236208	-8.02637034470871	NA	-9.43003062528076	-16.6387875414437	NA	NA	-7.61017667025874	-7.97806395232434	-8.19609788478639	-7.20513823455727	NA	-10.4857267367822	-6.70410376116984	-8.20075953600906	NA	-12.0974143092702	-8.1354891116855	-7.83580966159014	-8.57050280187719	NA	-11.051679768891	NA	NA	-8.21861246897396	-9.24323154812472	-7.65317791313064	NA	-11.2373855473384	NA	-7.05852897394388	NA	-11.311349465164	-8.76565735173583	-7.80077352543303	-17.8611799627801	-8.96910702639306	-9.19060801031313	-12.5221783545338	NA	-8.24498122396939	NA	-12.0186799544416	-6.64293388163384	NA	NA	NA	NA	NA	-9.5816246521056	NA	NA	-12.8795447301887	-15.8697930930848	NA	-8.06251530605763	-9.46957834008594	-7.73733569272631	-6.96067250793867	-7.89405665431637	NA	-12.0538250407225	-8.62967303764032	NA	-5.32610134755231	-7.91340389277515	NA	NA	-11.0234769498532	-7.03699780672797	-10.2209350265578	NA	NA	NA	-11.1584300839518	-11.6259635010861	-9.56208099575847	-9.52472653601621	-16.8272326308568	NA	-6.79198596400291	-11.1117095438879	-14.4986098833954	-13.3571649816489	-8.00138637380624	-8.08851191708385	NA	-8.10248084666663	-10.8560901411835	-5.02810163918448	-11.3583008129955	-10.9776638755454	-11.0049767806204	-7.14065067139059	-8.61138926792702	-7.23703728057967	NA	-10.3177798261989	NA	-7.19556910352854	NA	-6.25135263708621	-9.32646021683858	-7.433792284242	-3.95581086709209	-10.1248585727063	-6.7219788511559	-8.77649809942582	-11.81418592374	-13.1397552195097	-13.1968596704457	NA	-12.0373578291337	NA	-7.98641811988765	-2.30731286181177
JE2361	-18.7299347081545	-10.6475542245862	-6.82102001019015	-5.77138987287962	-5.09827324959267	-5.61209401404193	NA	-4.87004548649269	-8.8738475464515	-2.89262708095302	-12.1820343016549	-4.5537954433426	-9.35972113950997	-10.610993635431	-4.79188532762959	-9.60964047443681	-10.2096149565228	-5.92572475556752	-6.22011668260941	-4.71373958110397	-6.5536937928433	-8.82069380785967	NA	-6.86114569701618	-9.48097588789678	NA	-8.6761858625219	NA	-15.5187870439857	NA	-8.3291016674936	-7.85528740274468	-7.64374077878783	-7.92422587881472	NA	-11.4068309823118	-6.30058482587497	-12.0097276322497	NA	-11.8817200198736	-9.73079254341329	-7.22425258068267	-8.31043245604953	NA	-10.185222208491	NA	NA	-8.3472167132971	-9.72406611006538	-9.2099566654398	NA	-9.06328616192458	NA	-6.35300717937689	NA	-10.1261471231524	-8.36865838529443	-10.2625063606807	-13.1620612778879	-7.7187378434929	-9.05558889647518	-14.6989078125339	NA	-8.12655025698601	NA	-8.59562000412188	-7.59177422704415	NA	NA	NA	NA	NA	-10.1521775097883	NA	NA	-11.1387782750231	-14.6573069080671	NA	-7.98784499413018	-8.19389870614672	-8.53876818217973	-6.11200815135577	-10.1885855275126	NA	-11.0094302000167	-7.75054058094922	NA	-9.18732336385484	-6.87094018112037	NA	NA	-10.9617503833776	-7.25294642467197	-9.18581022359633	-13.8959446595935	-15.2534966642115	NA	-8.47958479209398	-12.7909943916143	-8.32400707296997	-11.9657842846621	-16.9315685693242	NA	-10.6781937891381	-12.6141559555593	-16.2311288511831	-11.2422694087883	-7.07048166332878	-6.26745466318113	-16.1242136472666	-9.1647912271729	-9.10406707415479	-4.97409011909704	-11.5881607470264	-10.0159879160389	-11.3260890512625	-6.55252871208362	-8.97671795897557	-8.04370063828229	NA	-10.446745675062	NA	-6.91333361043258	NA	-7.89275243743231	-8.45092981372503	-5.75089791249611	-3.3085730362183	-11.8314318980387	-7.63175955320236	-8.63602919891734	-9.96419819230806	-12.2733570865724	-10.3835173313116	NA	-10.4598933549321	NA	-8.30663606851275	-2.26112254415476
JH1373	-8.53106280440792	-8.80925837040293	-8.96693904687308	-2.48785863343606	NA	-4.82866622178543	NA	-7.58386430664169	NA	-3.48042683990352	-9.64743866167023	-3.67220794423108	NA	NA	-5.24171266074276	-9.48190417511748	NA	-5.11454010678458	-5.94924353807779	-6.83358599376234	-9.42923413339567	NA	-6.13244901979411	-6.83495237721818	-11.3685631605313	-6.61801957304229	NA	-12.7536509213978	NA	-9.0952816118172	-10.2763958017099	NA	-9.42021137289655	-6.67416613757101	NA	NA	-3.18948300522995	-13.1860624477245	NA	NA	-11.178017658993	-6.96085164100205	-5.00667736114052	NA	-9.67547799350667	NA	-6.38937113212725	NA	NA	-10.43791337463	NA	NA	NA	NA	NA	NA	NA	-7.08151864929568	NA	NA	NA	-17.8272320537789	NA	-9.19313862583889	NA	-9.18597841621091	NA	NA	NA	-12.2091026891226	NA	NA	-9.0388741221787	NA	-6.11651570625347	NA	NA	NA	NA	-10.9735960926783	NA	NA	-7.42399703456804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.37266973244697	-9.57236822846004	NA	NA	NA	-8.76283392544814	NA	-9.04434809812529	-9.34407245178256	NA	-9.60603838202611	-6.38256623878484	-8.18744967481166	-7.71898113690506	-10.5826193040841	-10.7997117529849	-9.658239327032	-9.8819923964377	-6.56459087786832	-8.41193246075046	-10.5349639324118	-9.29657620375995	NA	-8.02990984808113	-6.45023596331414	-7.25116523294826	NA	-9.56765299705495	NA	-7.21087555366657	-12.8860820572342	NA	-12.6807965819937	-6.2544216836057	-4.50126971780574	-9.8952577080549	-8.09122350607024	-9.90228148662543	NA	NA	-10.3898912641596	NA	NA	NA	-8.38501182211585	-3.04902715505536
JH2373	-10.4826269099319	-12.4639635963191	-4.10795063098661	-1.41700648519023	NA	-5.46024321824686	NA	-6.55469763494139	NA	-5.89119379786997	-9.58295163253617	-5.51090490511876	NA	NA	-7.45799022154129	-8.67612742521978	NA	-5.99814588685845	-7.23986924019475	-8.29485390715667	-10.3839033980487	NA	-6.49079079878365	-8.42998072346968	-11.3613339314275	-7.53721363965472	NA	-14.9773728360152	NA	-9.21380705515235	-8.10212387935051	NA	-10.9225803631748	-8.96081612999131	NA	NA	-4.20464588677535	-12.8230446896239	NA	NA	-10.1067694769406	-8.88785828305492	-5.08064005103872	NA	-8.44387981979307	NA	-7.09800698029525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.9094441149853	NA	NA	NA	-13.4558357154357	NA	-8.97977447787177	NA	-13.0848251231572	NA	NA	NA	-10.1005786651528	NA	NA	-9.51836435714949	NA	-8.09816510552252	NA	NA	NA	NA	-15.9961093985968	NA	NA	-7.60674167024342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.08090370412576	-8.18963875179879	NA	NA	NA	-7.58018816572774	NA	-9.50059397381401	-8.36048018150165	NA	NA	-5.95544362598502	-7.67062021827414	-8.21663679461639	-6.81256320575558	-11.5044658592492	-14.1242142243445	-10.3873774479864	-11.3943507458635	-6.16422263866347	-10.9414651825446	-7.93749861866088	NA	-8.30928849118649	-5.96241649732591	-8.35560452796565	NA	-10.123570307779	NA	-8.58361565297174	-12.4221899974874	NA	-11.9949312073995	-9.50876849903968	-7.74917479299755	-10.9905215400615	-8.01737090394712	-11.3272012465083	NA	NA	-6.22353067528056	NA	NA	NA	-3.69685460825264	-3.26635121922336
JK1312	-6.65451311609731	-7.42617819556177	NA	-5.06799632349098	-6.39609819543212	-6.16766059316734	NA	-3.11407338837263	NA	-5.2812566796996	-8.36175984176937	-4.02976773363621	NA	NA	-7.94348692129049	NA	NA	-4.93984244010836	-4.92002186236937	-8.01516599248773	-6.1418917149864	NA	-5.25732054251184	-5.80367036988833	-7.7381658389733	-9.92580310989307	NA	-12.2884333303888	-18.4461411650758	-13.1319625697934	-8.23407910418922	-11.4521919010844	-9.73312295079368	NA	-8.27375830601455	-4.90506184003891	-3.89640376049816	NA	NA	-13.1567809326449	-9.07063622309051	-5.4678584407208	-4.49362415408239	NA	NA	NA	NA	-9.91629233741885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.61083794425825	NA	NA	NA	NA	-13.0367502289381	NA	-6.57161258259171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.9425993383357	NA	NA	-9.77788930279316	NA	NA	-11.0121087231345	NA	NA	NA	-9.65033340759902	NA	NA	-11.8382824883681	-13.3586783238255	-5.14153010345353	-5.03787777494382	-6.21813851502313	-17.209101967775	-8.09224608439076	-5.3902474860633	NA	-10.8025426224204	NA	-7.07362586334891	-6.37749482353551	-12.8105525912847	-7.03007881674406	NA	-7.29498868318784	NA	-2.28558525444551	NA	NA	-10.7704361092617	-6.37385301362826	-10.748925347809	-10.5450587881681	NA	NA	NA	NA	-10.4072221757835	NA	NA	-9.19677370930248	-11.2740708918019	-5.2384404464835
JK2312	-7.46544212207203	-7.70847288886266	NA	-4.30584932246444	-6.08065024791696	-6.06963940849644	NA	-2.03402956095649	NA	-5.14369762029278	-7.87181954417881	-4.12265817942696	NA	NA	-8.81978184340934	NA	NA	-7.00029650409019	-4.582651281674	-7.78844150626654	-7.05378699284891	NA	-6.43533993985536	-6.64258818630893	-8.44866080874262	-7.917723526479	NA	-13.0649088283904	-10.1469347336528	-14.6205024769548	-9.82592292653262	-12.082946638781	-10.704675765639	NA	-8.7545238448353	-6.27403898419218	-4.75300197958351	NA	NA	-15.5323984853905	-9.41242479121293	-6.07757782936115	-5.71511168258545	NA	NA	NA	NA	-11.4080076231533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.13069495093517	NA	NA	NA	NA	-13.5392521564316	NA	-11.4986101719342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0544388504447	NA	NA	-11.7008285765834	NA	NA	-10.9310061365002	NA	NA	NA	-11.5530579559566	NA	-13.4623347855427	-9.81353696379084	NA	-5.68004278776003	-5.67979132217448	-7.55175803542336	NA	-9.61054345061738	-6.54785178852997	NA	-12.9047695198666	NA	-7.08378793455616	-7.53930582912048	-12.853685714772	-5.97294436836258	NA	-6.46607969844462	NA	-2.04166164930342	NA	NA	-11.7531537048273	-8.66413912195002	-15.0246789836018	-9.60031670877013	NA	NA	NA	NA	-16.5669971469145	NA	NA	-9.23130327233708	-11.4696809147775	-6.10643190469366
JL1316	-8.27850074689982	-8.94061486308275	-6.37466856242176	-2.75634961958645	-8.21698074788059	-6.14858174937884	-11.612800980797	-3.67413215640133	NA	-6.06891299581682	NA	-4.87811045213044	NA	NA	-4.39416929854294	-9.12011474867316	NA	-7.7545862991244	-6.42542333250738	-5.87806802678628	-6.17915771433208	NA	-4.48227918911045	-6.64615305461934	-8.17372139161716	-10.1572768221437	NA	-14.1037506988624	-11.6264199778497	-11.0630557995843	-12.287713533705	-7.54921588981523	-8.64599411419113	-7.50679981303181	-7.36145312485198	-9.26392591980824	-5.70863146368743	-10.367420233494	NA	-8.8157457460435	NA	-6.71099489789763	-8.53866203287367	NA	-17.1660349771168	NA	NA	-10.6661890900336	-8.39333228198596	NA	NA	NA	NA	NA	-5.54485171771572	NA	NA	-16.7616447220374	NA	NA	-10.6883957400068	NA	-16.2311300053387	-8.40526611727329	NA	NA	-12.7182224417463	NA	-13.9890552181405	NA	-4.95822213295447	NA	NA	NA	-11.6629107684521	-11.421398972328	NA	NA	NA	-8.75939227030605	-7.66551525518138	-6.24305713000062	-15.6760689903314	-13.9727270482365	-11.8499531401651	-6.27687776027925	-12.9428850367076	-6.88449694749317	-4.41174000228363	NA	-8.81191526396911	-9.41429403027016	-7.45723001724737	-5.57447825619284	-12.1430145085509	NA	-11.941182071677	-10.3831330987837	-13.1847195403817	NA	NA	-14.3286853147613	-11.0397860202614	-8.83795409098985	-10.6860170172241	-14.2963957768048	-9.01800708715885	-4.84001863527329	-8.76402613135943	NA	-11.2531456408868	-9.79010116808666	NA	-13.243669200999	NA	-8.95128731181831	-7.59863806415971	-9.13139782421227	-9.86574971765581	-6.00257953308297	NA	NA	-5.5823645298465	NA	NA	-11.2067148480108	-6.28267291700449	-2.87966726418161	-9.61438325518769	NA	NA	NA	NA	-7.95318101123371	NA	-11.4635566899762	-11.6305308735766	-8.79727176262016	-4.40648024581943
JL2316	-6.63508176136101	-7.01525915949882	-10.068001018653	-5.00396578987834	-6.9237871834863	-6.99667913261928	-9.95128543631503	-6.24213763461396	NA	-5.37822654588478	-9.92734738165828	-3.46196895358777	NA	NA	-5.36506184884938	-11.8595692672234	NA	-6.21364514259287	-5.0739026712828	-5.16170418314625	-4.24557351278366	NA	-5.86710293990883	-5.81980455931618	-9.16595022858933	-8.25490551311851	NA	NA	-16.4333169804486	-8.2952604377206	-11.7757376764199	-9.07273206057754	-5.9587316207979	-6.17233501677834	-7.94875248278654	-7.17599172348973	-3.41611131254199	-6.33804833570805	NA	-7.63729173300954	-13.4754188133285	-6.19618106508113	-5.93077556950716	NA	-13.3421039550204	NA	NA	-8.85234976071034	-11.7128835346143	NA	NA	NA	NA	NA	-5.47246927622163	NA	NA	-14.1371519816264	NA	NA	-8.05970110322784	NA	-15.7858903927808	-9.65963800400561	NA	NA	-12.4493649216805	NA	-19.0835709414215	NA	-6.25719900617646	NA	NA	NA	-8.1082404179453	-8.45294988626572	NA	NA	NA	-11.4737765877204	NA	-13.5530562247227	-13.7797901932444	-9.88977182474475	-11.322019708977	-9.39833546679864	-11.3677995695244	-9.14456317231369	-7.05464807739015	NA	-16.8272311881617	-8.76791817196065	-9.43311750654015	-8.30928719276089	-13.0234755071582	NA	-7.50302447091651	-9.17559539302236	-12.3264587741435	NA	NA	-11.1174660934783	-8.98656303225648	-8.81619901015625	-11.8811749879966	-14.3022112278969	-6.10523784701754	-4.19785338702078	-6.39348806813118	-15.0440425772349	-9.7316501677019	-6.65359762530524	NA	-14.3080521064859	NA	-8.69220799769901	-6.78557203652452	-8.56622962493003	-10.8520830641497	-6.83938882569425	NA	NA	-4.50316187200215	NA	NA	-9.34219759091467	-5.83505033648309	-3.19972646497624	-11.0748310918574	NA	NA	NA	NA	-8.53004830444092	NA	-15.2819523889131	-11.593945945984	-9.0400879020055	-4.23544521924238
JM1360	NA	-9.94487480604407	-4.90853923743744	-6.00234874030568	-7.33426246514686	-9.00972921921336	NA	-6.23094621151062	-9.60199803052247	-3.78252566445106	-13.3331453957601	-5.05090567354357	-7.81893517561657	-8.92279140800735	-5.65517672510792	-8.59294518303797	NA	-8.45624203366542	-6.35128803092944	-4.0112149745475	-5.98473696853786	-8.4590823848251	NA	-7.74715967403797	-10.3584910708065	NA	-7.56571252092134	-7.28697026860081	-10.7581428589392	NA	-11.7961173721027	-8.66953405376834	-9.21312290264311	-10.1353682736779	NA	NA	-4.20914148901682	-12.1326124083874	NA	NA	-10.3022135362082	-6.56653273113193	-11.4754211216399	NA	-10.2877139665131	NA	NA	-8.96983108368371	-9.61551494739736	-8.30764295422797	NA	-14.3893121065209	NA	-6.26490231559749	NA	-10.9265070762744	-6.38874382834512	NA	-9.93566171017063	-6.50487297242855	NA	-11.4562420336654	NA	-7.86108019748643	-10.1309937668613	-13.0079455449195	-8.62215064734286	NA	-7.62246333431418	NA	NA	-5.73137652350475	-10.8692541289321	NA	-6.28260596092308	-12.9181078964813	-13.2790836613697	NA	-5.81769778898042	-9.28195469722444	-10.8496873193892	-6.4925834283126	-8.72712127951114	NA	-10.2983932709587	-7.87151601540651	-8.19711455402919	-10.9934608300686	-7.16326175183759	-7.8367337043558	-9.27335867353605	-20.6685357504541	-7.312015003504	-9.55154207290707	-12.5204829294892	-8.92981012796063	-6.52909098407288	-8.72296998759892	-11.3571658472653	-8.77972909335709	-9.6461679374256	NA	-6.59140014659383	-8.54425285548745	-8.76371299615984	-16.9315701562878	-9.91211842258693	-7.99324025135999	-9.36133494131324	-17.63878840706	-9.83340644657289	-10.7194385947248	-5.12358640617077	-9.79227462356184	NA	-13.0748334001687	-7.32634530841515	-7.10991573963422	-10.0503032137939	NA	-12.1339086304341	-7.9261912229735	-8.34754721603031	NA	NA	-7.71992516978541	-9.03168459382752	-5.94046466858527	-11.0159895030026	NA	-9.36951857736646	-10.1936468404044	NA	-12.2978483436468	NA	-11.4229830441984	NA	-13.5952867684234	-1.57180730064226
JM2360	-15.7066017715153	-10.7874197700067	-4.80494835029214	-6.04509991433093	-7.47457209585042	-7.37748297308419	NA	-5.59098083328016	-8.99603472356485	-3.81347061231418	-13.0923643484187	-5.6608786051389	-9.07833656673538	-8.57539130599924	-5.48797054956582	-7.99953797862857	NA	-9.39182771078937	-6.54439895289992	-4.67698236020617	-6.34907328826807	-8.27818561334623	NA	-8.38423977612951	-11.6494063699338	NA	-7.86215193613817	-8.22974187810354	-9.67264883281019	NA	-9.10398725243213	-9.32460779200532	-10.3660851988498	-9.61325129518061	NA	-14.0319091101382	-4.90075446244513	-12.5426897977036	NA	NA	-10.7039521931014	-6.52966199909766	-10.1584289297959	NA	-10.2157777016493	NA	NA	-9.35555626230882	-8.45649338944325	-8.22395017088902	NA	-13.2805164453367	NA	-6.48644980117108	NA	-8.71682404189535	-6.48590660318245	-13.0848241132707	-8.53984122316664	-4.87325079525763	NA	-12.7981690110984	-15.6241396113234	-8.8809712130203	-9.45694957760228	-12.1184282856251	-8.53785592423828	NA	-8.95672338369713	NA	NA	-4.75423035979137	-10.2837499805884	NA	-7.00874218993872	-12.5179402074914	-13.3065899569466	NA	-6.74234585558755	-9.33995229361996	-11.5569633173247	-6.25896600451375	-9.44282418986629	NA	-10.0856077182223	-7.89536017448911	-7.92429553418342	-10.3299830350945	-6.38560217988129	-7.95425243233238	-7.91876903233592	-15.3708531820411	-7.95643667959426	-8.25728757884136	-13.5069819102645	-7.45667077880922	-6.2476085687324	-8.51942173997491	-10.9214596830413	-9.54689229584605	-9.17968938422447	NA	-6.50631288752435	-9.59617778182167	-8.71088751546339	-15.7536503443198	-8.5683641995519	-8.59589864956949	-9.24936356565327	NA	-9.65184149456116	-9.83274647310616	-5.5187072397337	-9.6597549824013	NA	-11.1840464639752	-7.61905384144989	-7.2934037716129	-8.49960050545225	NA	-12.7309147001481	-7.90819494896915	-7.21232906927211	NA	NA	-7.67712998824834	-7.80383169292677	-5.64908778871555	-11.2902388747699	NA	-9.06428939680593	-9.66220765215687	-7.63236011812832	-8.39216695748748	NA	-11.6898232715754	-20.6685337306818	-13.3095163170592	-1.57744963906806
JP1303	-10.500070387988	-7.20097048913844	-9.83432592210487	-5.36605530418087	-8.59127278181556	-5.1211620439965	-7.95217852531737	-5.68509458424184	-6.20540306201861	-6.18181376722341	-8.93318911687324	-3.75838472001556	NA	-13.0735869971185	-5.15258227564946	NA	NA	-9.12163912652461	-5.6247586540661	-7.85248327175059	-5.98196922780535	-13.4803568804137	-2.8481987826494	-5.40506264000785	-8.91295050782101	NA	NA	-13.6387862430182	NA	NA	-11.3394847585921	-8.95701000051794	-10.1887533223831	-6.01144778830312	NA	-10.2942185814129	-4.73543849183632	-11.8681729109575	NA	-12.2478715379395	-17.2534960871334	-8.87954343176321	-7.661272665774	NA	-11.6168714665898	NA	-13.7437210828065	-9.22377749671722	-11.5289822340135	-9.40820206785465	NA	NA	NA	NA	NA	-4.21427178312743	-7.58057357840922	NA	NA	-8.69609221984871	NA	-12.4936079039116	-9.22559009056352	-10.9408967082708	NA	NA	-13.0636715282534	NA	NA	NA	-9.04031590618881	NA	-6.66853358641225	NA	NA	NA	-7.19427839163447	-14.1820337245768	-7.57574892181109	-8.02272506869356	-4.84117847600692	NA	-17.0835710856911	NA	NA	NA	-8.54408912640366	NA	-3.78457180564475	NA	NA	-11.5899379829161	-6.70428298014211	-7.28289583813906	-11.6755952502464	NA	-6.39924859751019	-11.9036619956762	NA	NA	NA	-10.9158741851409	NA	-9.43891362122713	-8.79195269201626	-14.7899717138622	-6.48222586533865	-3.76192088037974	-6.5288756558698	-15.9047679329023	-13.4127181635384	-7.97120398336821	NA	-11.2304348373981	NA	-11.0349328509431	-5.8080931940019	-9.17918734569315	-8.45178772821694	NA	-11.3982382599402	-7.70533644871027	-6.27023523945086	-5.29152645782034	NA	-12.052597482095	-3.89631568000877	-8.70684273947845	-11.5815128150415	-7.88035905133128	NA	-10.6675946374426	NA	-10.9256627903831	-8.84795570375647	NA	-12.7858905370504	-10.7986827386209	-5.29463755639348
JP2303	-8.75901734761872	-8.04610226968957	-4.2992249611214	-4.97146835549929	-6.12061672435536	-6.21475040641918	-7.43369308815331	-5.60805061411492	-5.97865575500016	-5.7333013370194	-8.4971501371199	-3.08052238829526	NA	-12.5426915289371	-5.46936797487409	NA	NA	-7.28483116944128	-5.91422206287782	-6.10392944484687	-5.30386500395195	NA	NA	-4.64482441783468	-8.63178946489059	-15.8356454477506	NA	-13.3301704772173	NA	NA	-10.0556669646243	-7.8218044952659	-10.1243759697489	-5.6596327309756	-7.56311797213871	-8.07565022704148	-4.31883092863166	-10.9100346189686	NA	-10.3590591080742	-12.8611805398577	-9.36029124923453	-6.97771900201487	NA	-9.24857528406744	NA	NA	-9.38873145121305	-8.6764232426101	-9.34042156708168	NA	NA	NA	NA	NA	-4.37358870288783	NA	NA	NA	-7.89066374208216	NA	-9.47480477941265	-12.7309164313817	-9.10192640379916	NA	NA	-13.1255036416601	NA	NA	NA	NA	NA	-5.58889790539506	NA	NA	-9.91184015812425	-7.74100438869145	-12.0538256178001	-8.43826478857341	-7.65001649709698	-6.54093066101342	NA	NA	NA	NA	NA	-8.34966317844036	NA	-4.02489296838433	NA	NA	-7.82906919859873	-8.91545802952862	-8.18976584243957	-10.0608969129245	NA	-6.8230290762011	-8.85789688853407	NA	NA	NA	-9.86359778986342	NA	-9.60031699730891	-9.14440189892931	-13.5426915289371	-9.44845949093103	-5.98895456787809	-5.39572345635331	NA	-11.7818227482444	-6.27126193041283	NA	-9.66291091272145	NA	-10.7499206439338	-5.03980989326281	-8.08091419132734	-11.3842897120857	NA	-12.0228770295066	-5.15513683530439	-7.07958664160065	-7.25757627080003	NA	-6.6737106331095	-6.53681244757205	-5.71088924669692	-12.2029690571059	NA	NA	-9.93269741375485	NA	-9.68934847265076	-10.1885868259375	NA	-12.8752031067246	-10.6105437391562	-3.29401950534036
JS1364	-5.71741672531894	-8.51461303297542	-5.95627615491878	-5.56619645720622	-7.54352465681684	-3.98365573416569	NA	-5.54231396969925	NA	-3.08106700237075	-10.6984285614172	-3.00374808029343	NA	NA	-6.86623687724157	NA	NA	-6.85411888165453	-6.28696897017612	-10.951429280224	-7.27769375626268	NA	-6.54289228235361	-7.39826346272347	-9.59975617404395	-7.07966368906846	NA	-11.4361135248533	-10.7442167846627	-9.41547489444597	NA	NA	-6.73865963875114	-12.5917188549785	-8.51445475306073	-6.00865930937029	-3.80657723069385	-12.9259443086693	NA	-8.46365768442537	-10.009281795431	-3.97448495895821	-5.81204407880572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5373205469431	-15.3708539033887	NA	NA	NA	NA	NA	-14.1423612825158	NA	-11.6461666390009	-14.0294952785524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6076133982315	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.587716924421	NA	-11.953716549892	NA	NA	-9.78665574442891	NA	NA	NA	-13.071102599346	NA	-8.80029063432472	-11.4178412619107	-8.81405561785773	-6.71810006043868	-3.46501756837318	-5.97267182164245	-13.8022858409182	NA	-8.89670113167009	NA	-11.1921257600907	NA	NA	-9.08411995388072	-8.07829829474427	NA	NA	NA	-7.31796353979977	-4.4037742201801	NA	NA	-10.5530572346094	-3.15934579569519	-4.69331714428766	-12.2669438029939	NA	NA	NA	NA	-11.4138994697293	-9.62767397693484	-11.7853820663724	-8.22900654158201	-11.9014535269551	-6.06652191950495
