"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"model"	"N"	"N_not_zero"
"K00425"	"timepoint"	"after"	"timepointafter"	14.5193433247482	0.116394169166429	0	0	0	0	"prevalence"	138	130
"K01246"	"timepoint"	"after"	"timepointafter"	13.0369842468137	0.233575569975003	0	0	0	0	"prevalence"	138	131
"K02401"	"diet"	"oat"	"dietoat"	13.9351376515679	0.149687198578277	0	0	0	0	"prevalence"	138	129
"K03486"	"timepoint"	"after"	"timepointafter"	13.0267744463195	0.156524973398327	0	0	0	0	"prevalence"	138	129
"K06182"	"timepoint"	"after"	"timepointafter"	-13.2042781343216	0.118650793977563	0	0	0	0	"prevalence"	138	129
"K18691"	"timepoint"	"after"	"timepointafter"	-13.7197011187737	0.15353049437548	0	0	0	0	"prevalence"	138	127
"K22477"	"timepoint"	"after"	"timepointafter"	-12.8587195213032	0.164559818756337	0	0	0	0	"prevalence"	138	131
"K08223"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	15.0044276744932	0.40990561397168	2.41730183244349e-293	6.60225562986127e-290	4.83460366488694e-293	8.15476773174804e-290	"prevalence"	138	131
"K19226"	"timepoint"	"after"	"timepointafter"	-7.07997252654693	0.212393274510362	1.23179781694641e-243	2.99053136669766e-240	2.46359563389272e-243	3.69375105374982e-240	"prevalence"	138	14
"K06975"	"diet"	"oat"	"dietoat"	12.787705212045	0.405118182869422	1.10342083158638e-218	2.41097451701623e-215	2.20684166317272e-218	2.97791214028527e-215	"prevalence"	138	128
"K19159"	"timepoint"	"after"	"timepointafter"	12.1422927011383	0.403825271893563	1.26318056641929e-198	2.5091359432965e-195	2.52636113283853e-198	3.09915610241119e-195	"prevalence"	138	131
"K06975"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-12.3548850059413	0.436998583672194	7.6073842501237e-176	1.38517788221002e-172	1.52147685002477e-175	1.71090071785285e-172	"prevalence"	138	128
"K12340"	"diet"	"oat"	"dietoat"	12.2894268140521	0.479300940492037	5.4222140081778e-145	9.11349046759115e-142	1.08444280163554e-144	1.12565162809769e-141	"prevalence"	138	124
"K12340"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-12.4169520784872	0.644674050880563	1.14545895840294e-82	1.78773416007887e-79	2.29091791680585e-82	2.20811759781272e-79	"prevalence"	138	124
"K09767"	"timepoint"	"after"	"timepointafter"	7.0810405699411	0.394223103693523	3.86531154397362e-72	5.63047048238824e-69	7.73062308794729e-72	6.95446852991738e-69	"prevalence"	138	130
"K14348"	"timepoint"	"after"	"timepointafter"	-7.75677536264185	0.592894373992906	4.12423197528499e-39	5.63215429124856e-36	8.24846395057004e-39	6.95654828431201e-36	"prevalence"	138	17
"K02387"	"timepoint"	"after"	"timepointafter"	6.95873718256368	0.564332844738908	6.17459018228586e-35	7.9361644401733e-32	1.23491803645718e-34	9.80234351997242e-32	"prevalence"	138	126
"K08223"	"timepoint"	"after"	"timepointafter"	-4.55885366025488	0.392404761267329	3.34906055654073e-31	4.06538739780083e-28	6.69812111308147e-31	5.02135812777341e-28	"prevalence"	138	131
"K18691"	"diet"	"oat"	"dietoat"	-14.6702622340004	1.43669237350285	1.76781533181374e-24	2.0329876315858e-21	3.5356306636275e-24	2.51104211447313e-21	"prevalence"	138	127
"K18691"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	14.7276766930494	1.47567218924777	1.85871417232763e-23	2.03064523326794e-20	3.71742834465527e-23	2.50814890413891e-20	"prevalence"	138	127
"K14348"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	15.0507255430068	2.2033571188462	8.44333782515167e-12	8.78509197521733e-09	1.6886675650232e-11	1.08508952963919e-08	"prevalence"	138	17
"K02279"	"diet"	"oat"	"dietoat"	-11.7102106408305	1.76603364476388	3.33879086863892e-11	3.31602638544366e-08	6.67758173716635e-11	4.09578581642376e-08	"prevalence"	138	128
"K10006"	"diet"	"oat"	"dietoat"	-9.49046388532816	1.45562886261283	7.03835230684657e-11	6.68643469150424e-08	1.40767046131977e-10	8.25874139349957e-08	"prevalence"	138	129
"K05526"	"timepoint"	"after"	"timepointafter"	-6.91993009334867	1.09874082229472	3.01403640524061e-10	2.74402897727114e-07	6.02807280957277e-10	3.38928393718229e-07	"prevalence"	138	15
"K00425"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-17.2198157165241	2.79352266298041	7.08430349200867e-10	6.19168125201557e-07	1.41686069789986e-09	7.64764730298427e-07	"prevalence"	138	130
"K22293"	"timepoint"	"after"	"timepointafter"	3.25791107119494	0.53957148808247	1.56074723452304e-09	1.31162796439725e-06	3.12149446661014e-09	1.62005562817066e-06	"prevalence"	138	135
"K02846"	"timepoint"	"after"	"timepointafter"	-6.61640888946033	1.09827825951731	1.69794164524457e-09	1.37407499809607e-06	3.39588328760614e-09	1.69718700307249e-06	"prevalence"	138	19
"K02401"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	1.27728431881092	0.212425628000102	1.82285030056973e-09	1.42247425240888e-06	3.64570059781666e-09	1.75696728096207e-06	"prevalence"	138	129
"K01304"	"diet"	"oat"	"dietoat"	-10.25457875314	1.78060770361247	8.45971000743997e-09	6.37395391939874e-06	1.69194199433133e-08	7.87278112810583e-06	"prevalence"	138	133
"K06864"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-9.54097476055576	1.70332321154041	2.1264175745724e-08	1.5487408001469e-05	4.25283510392827e-08	1.91292522974694e-05	"prevalence"	138	134
"K19226"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	10.7415494669194	1.92632346608985	2.45840609319961e-08	1.73277977859392e-05	4.91681212596161e-08	2.14024073637826e-05	"prevalence"	138	14
"K16213"	"diet"	"oat"	"dietoat"	-8.40440348161157	1.51585008875154	2.95048092062262e-08	2.01462525361263e-05	5.90096175419186e-08	2.48836180972078e-05	"prevalence"	138	132
"K18889"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	10.721156522402	1.93559086944516	3.04276606089493e-08	2.01467995244104e-05	6.08553202920559e-08	2.48842936976062e-05	"prevalence"	138	129
"K07273"	"timepoint"	"after"	"timepointafter"	10.0782609806442	1.86008048030963	6.02069515622254e-08	3.86918203421948e-05	1.20413899499574e-07	4.64247188527785e-05	"prevalence"	138	128
"K00782"	"diet"	"oat"	"dietoat"	9.24962765076951	1.74129970269236	1.08482060636869e-07	5.92583256228895e-05	2.1696410950538e-07	7.319284234164e-05	"prevalence"	138	135
"K00812"	"diet"	"oat"	"dietoat"	9.24962765076951	1.74129970269236	1.08482060636869e-07	5.92583256228895e-05	2.1696410950538e-07	7.319284234164e-05	"prevalence"	138	135
"K01183"	"diet"	"oat"	"dietoat"	9.24962765076951	1.74129970269236	1.08482060636869e-07	5.92583256228895e-05	2.1696410950538e-07	7.319284234164e-05	"prevalence"	138	135
"K01470"	"diet"	"oat"	"dietoat"	9.24962765076951	1.74129970269236	1.08482060636869e-07	5.92583256228895e-05	2.1696410950538e-07	7.319284234164e-05	"prevalence"	138	135
"K03896"	"timepoint"	"after"	"timepointafter"	-9.72205537742883	1.82517730733537	1.00048307921994e-07	5.92583256228895e-05	1.00048307921994e-07	3.97074078558642e-05	"prevalence"	138	6
"K19159"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-12.1429452353745	2.27586645248041	9.52678362579311e-08	5.92583256228895e-05	1.90535663439901e-07	7.14191178460564e-05	"prevalence"	138	131
"K09015"	"diet"	"oat"	"dietoat"	-11.3157532556675	2.13705618925959	1.19003997138363e-07	6.34204228652008e-05	2.38007980114775e-07	7.83336508211895e-05	"prevalence"	138	133
"K06956"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-14.5796797022628	2.77915006938107	1.55358508798786e-07	8.08234146965112e-05	3.10716993461305e-07	9.98289311849251e-05	"prevalence"	138	133
"K01034"	"diet"	"oat"	"dietoat"	-11.5312705354225	2.23363858044434	2.43608461376056e-07	0.000123787090257368	4.87216863407029e-07	0.00014942055351851	"prevalence"	138	133
"K06182"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	11.2581737413242	2.19993766602896	3.09617481563648e-07	0.00015375322664013	6.19234867264311e-07	0.000185687895530325	"prevalence"	138	129
"K06182"	"diet"	"oat"	"dietoat"	-11.9589813806915	2.35912082302695	3.99379103979084e-07	0.000193920742709844	7.987580484545e-07	0.000234313937083587	"prevalence"	138	129
"K08314"	"diet"	"oat"	"dietoat"	-10.2716644057119	2.0357283741334	4.51875843785854e-07	0.000210074195462147	9.0375148337993e-07	0.000259472819504868	"prevalence"	138	9
"K08314"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	12.3673383098907	2.45057456073985	4.49483601888968e-07	0.000210074195462147	4.49483601888968e-07	0.000141054226136971	"prevalence"	138	9
"K02046"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-3.07666488604828	0.616581688893728	6.04187156378381e-07	0.000275031028476409	1.20837394771464e-06	0.000339704126051279	"prevalence"	138	134
"K07009"	"timepoint"	"after"	"timepointafter"	3.80331086133149	0.773040606871883	8.65722008063216e-07	0.000386041344411862	1.73144326665184e-06	0.000476818274289794	"prevalence"	138	136
"K09767"	"diet"	"oat"	"dietoat"	-7.06132769708728	1.48258279088821	1.90872463382424e-06	0.000834112664981191	3.81744562441874e-06	0.00103025222511813	"prevalence"	138	130
"K07149"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-12.3655341171726	2.63568100396069	2.71090234958498e-06	0.00116143561447905	5.42179735017841e-06	0.00143454379300603	"prevalence"	138	133
"K08223"	"diet"	"oat"	"dietoat"	-3.06469718165916	0.657501834555698	3.14488099552245e-06	0.00132145480292626	6.28975210076842e-06	0.0016321906701494	"prevalence"	138	131
"K09767"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	-7.08176947801379	1.53250576087425	3.81822274763343e-06	0.00157411635916586	7.63643091644193e-06	0.00194426412804655	"prevalence"	138	130
"K00342"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	14.8790200314921	3.38728323036348	1.11997042422591e-05	0.00421919892574761	2.23992830511431e-05	0.00512298178800211	"prevalence"	138	134
"K01840"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	14.8790200314921	3.38728323036348	1.11997042422591e-05	0.00421919892574761	2.23992830511431e-05	0.00512298178800211	"prevalence"	138	134
"K02001"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	14.8790200314921	3.38728323036348	1.11997042422591e-05	0.00421919892574761	2.23992830511431e-05	0.00512298178800211	"prevalence"	138	134
"K07783"	"diet"	"oat"	"dietoat"	-10.4179951159999	2.36426296780131	1.05080895681659e-05	0.00421919892574761	2.10160687163855e-05	0.00512298178800211	"prevalence"	138	133
"K08325"	"diet"	"oat:timepointafter"	"dietoat:timepointafter"	14.8790200314921	3.38728323036348	1.11997042422591e-05	0.00421919892574761	2.23992830511431e-05	0.00512298178800211	"prevalence"	138	134
"K01356"	"timepoint"	"after"	"timepointafter"	-0.49463340379637	0.105278525814854	1.34775965697514e-05	0.00499127940761132	1.34775965697514e-05	0.00336790163170787	"abundance"	138	138
"K02392"	"timepoint"	"after"	"timepointafter"	-6.53320352001453	1.50820445397545	1.4791153253776e-05	0.00530159523709758	2.95820877293374e-05	0.00654821022490477	"prevalence"	138	127
