"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"model"	"N"	"N_not_zero"
"K00425"	"duration"	"Week 6"	"durationWeek 6"	14.5193433247482	0.116394169166429	0	0	0	0	"prevalence"	138	130
"K01246"	"duration"	"Week 6"	"durationWeek 6"	13.0369842468137	0.233575569975003	0	0	0	0	"prevalence"	138	131
"K02401"	"diet"	"oat"	"dietoat"	13.9351376515679	0.149687198578277	0	0	0	0	"prevalence"	138	129
"K03486"	"duration"	"Week 6"	"durationWeek 6"	13.0267744463195	0.156524973398327	0	0	0	0	"prevalence"	138	129
"K06182"	"duration"	"Week 6"	"durationWeek 6"	-13.2042781343216	0.118650793977563	0	0	0	0	"prevalence"	138	129
"K18691"	"duration"	"Week 6"	"durationWeek 6"	-13.7197011187737	0.15353049437548	0	0	0	0	"prevalence"	138	127
"K22477"	"duration"	"Week 6"	"durationWeek 6"	-12.8587195213032	0.164559818756337	0	0	0	0	"prevalence"	138	131
"K08223"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	15.0044276744932	0.40990561397168	2.41730183244349e-293	6.60225562986127e-290	4.83460366488694e-293	8.15476773174804e-290	"prevalence"	138	131
"K19226"	"duration"	"Week 6"	"durationWeek 6"	-7.07997252654693	0.212393274510362	1.23179781694641e-243	2.99053136669766e-240	2.46359563389272e-243	3.69375105374982e-240	"prevalence"	138	14
"K06975"	"diet"	"oat"	"dietoat"	12.787705212045	0.405118182869422	1.10342083158638e-218	2.41097451701623e-215	2.20684166317272e-218	2.97791214028527e-215	"prevalence"	138	128
"K19159"	"duration"	"Week 6"	"durationWeek 6"	12.1422927011383	0.403825271893563	1.26318056641929e-198	2.5091359432965e-195	2.52636113283853e-198	3.09915610241119e-195	"prevalence"	138	131
"K06975"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	-12.3548850059413	0.436998583672194	7.6073842501237e-176	1.38517788221002e-172	1.52147685002477e-175	1.71090071785285e-172	"prevalence"	138	128
"K12340"	"diet"	"oat"	"dietoat"	12.2894268140521	0.479300940492037	5.4222140081778e-145	9.11349046759115e-142	1.08444280163554e-144	1.12565162809769e-141	"prevalence"	138	124
"K12340"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	-12.4169520784872	0.644674050880563	1.14545895840294e-82	1.78773416007887e-79	2.29091791680585e-82	2.20811759781272e-79	"prevalence"	138	124
"K09767"	"duration"	"Week 6"	"durationWeek 6"	7.0810405699411	0.394223103693523	3.86531154397362e-72	5.63047048238824e-69	7.73062308794729e-72	6.95446852991738e-69	"prevalence"	138	130
"K14348"	"duration"	"Week 6"	"durationWeek 6"	-7.75677536264185	0.592894373992906	4.12423197528499e-39	5.63215429124856e-36	8.24846395057004e-39	6.95654828431201e-36	"prevalence"	138	17
"K02387"	"duration"	"Week 6"	"durationWeek 6"	6.95873718256368	0.564332844738908	6.17459018228586e-35	7.9361644401733e-32	1.23491803645718e-34	9.80234351997242e-32	"prevalence"	138	126
"K08223"	"duration"	"Week 6"	"durationWeek 6"	-4.55885366025488	0.392404761267329	3.34906055654073e-31	4.06538739780083e-28	6.69812111308147e-31	5.02135812777341e-28	"prevalence"	138	131
"K18691"	"diet"	"oat"	"dietoat"	-14.6702622340004	1.43669237350285	1.76781533181374e-24	2.0329876315858e-21	3.5356306636275e-24	2.51104211447313e-21	"prevalence"	138	127
"K18691"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	14.7276766930494	1.47567218924777	1.85871417232763e-23	2.03064523326794e-20	3.71742834465527e-23	2.50814890413891e-20	"prevalence"	138	127
"UNGROUPED"	"diet"	"oat"	"dietoat"	0.0250627707524283	0.0175122064543229	5.57909448236994e-13	5.80491497332301e-10	5.57909448236994e-13	3.58496671167143e-10	"abundance"	138	138
"K14348"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	15.0507255430068	2.2033571188462	8.44333782515167e-12	8.38576961270745e-09	1.6886675650232e-11	1.03576727829196e-08	"prevalence"	138	17
"K02279"	"diet"	"oat"	"dietoat"	-11.7102106408305	1.76603364476388	3.33879086863892e-11	3.17185132520698e-08	6.67758173716635e-11	3.91770817223142e-08	"prevalence"	138	128
"K10006"	"diet"	"oat"	"dietoat"	-9.49046388532816	1.45562886261283	7.03835230684657e-11	6.4078332460249e-08	1.40767046131977e-10	7.91462716877042e-08	"prevalence"	138	129
"K05526"	"duration"	"Week 6"	"durationWeek 6"	-6.91993009334867	1.09874082229472	3.01403640524061e-10	2.63426781818029e-07	6.02807280957277e-10	3.253712579695e-07	"prevalence"	138	15
"K00425"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	-17.2198157165241	2.79352266298041	7.08430349200867e-10	5.95353966539959e-07	1.41686069789986e-09	7.08115491017062e-07	"prevalence"	138	130
"UNGROUPED"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	0.000624083243039862	0.00895954745062988	9.21989716613849e-10	7.46128715111578e-07	9.21989716613849e-10	4.78512662922588e-07	"abundance"	138	138
"K22293"	"duration"	"Week 6"	"durationWeek 6"	3.25791107119494	0.53957148808247	1.56074723452304e-09	1.21794025265459e-06	3.12149446661014e-09	1.50433736901562e-06	"prevalence"	138	135
"K02846"	"duration"	"Week 6"	"durationWeek 6"	-6.61640888946033	1.09827825951731	1.69794164524457e-09	1.27931120512393e-06	3.39588328760614e-09	1.58013962355025e-06	"prevalence"	138	19
"K02401"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	1.27728431881092	0.212425628000102	1.82285030056973e-09	1.32764263558162e-06	3.64570059781666e-09	1.63983612889793e-06	"prevalence"	138	129
"K01304"	"diet"	"oat"	"dietoat"	-10.25457875314	1.78060770361247	8.45971000743997e-09	5.96273108588914e-06	1.69194199433133e-08	7.36485976500223e-06	"prevalence"	138	133
"K06864"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	-9.54097476055576	1.70332321154041	2.1264175745724e-08	1.45194450013772e-05	4.25283510392827e-08	1.79336740288775e-05	"prevalence"	138	134
"K19226"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	10.7415494669194	1.92632346608985	2.45840609319961e-08	1.6277628223155e-05	4.91681212596161e-08	2.01052917659775e-05	"prevalence"	138	14
"K16213"	"diet"	"oat"	"dietoat"	-8.40440348161157	1.51585008875154	2.95048092062262e-08	1.89611788575307e-05	5.90096175419186e-08	2.34198758561956e-05	"prevalence"	138	132
"K18889"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	10.721156522402	1.93559086944516	3.04276606089493e-08	1.89955538373012e-05	6.08553202920559e-08	2.34623340577429e-05	"prevalence"	138	129
"K07273"	"duration"	"Week 6"	"durationWeek 6"	10.0782609806442	1.86008048030963	6.02069515622254e-08	3.65422747676285e-05	1.20413899499574e-07	4.39152745904661e-05	"prevalence"	138	128
"K19159"	"diet"	"oat:durationWeek 6"	"dietoat:durationWeek 6"	-12.1429452353745	2.27586645248041	9.52678362579311e-08	5.62595195198863e-05	1.90535663439901e-07	6.76602169067903e-05	"prevalence"	138	131
"K00782"	"diet"	"oat"	"dietoat"	9.24962765076951	1.74129970269236	1.08482060636869e-07	5.64365005932281e-05	2.1696410950538e-07	6.97074688968e-05	"prevalence"	138	135
"K00812"	"diet"	"oat"	"dietoat"	9.24962765076951	1.74129970269236	1.08482060636869e-07	5.64365005932281e-05	2.1696410950538e-07	6.97074688968e-05	"prevalence"	138	135
"K01183"	"diet"	"oat"	"dietoat"	9.24962765076951	1.74129970269236	1.08482060636869e-07	5.64365005932281e-05	2.1696410950538e-07	6.97074688968e-05	"prevalence"	138	135
"K01470"	"diet"	"oat"	"dietoat"	9.24962765076951	1.74129970269236	1.08482060636869e-07	5.64365005932281e-05	2.1696410950538e-07	6.97074688968e-05	"prevalence"	138	135
"K03896"	"duration"	"Week 6"	"durationWeek 6"	-9.72205537742883	1.82517730733537	1.00048307921994e-07	5.64365005932281e-05	1.00048307921994e-07	3.75014407527606e-05	"prevalence"	138	6
