"taxon","lfc_diet2","lfc_diet2:visit2","se_diet2","se_diet2:visit2","W_diet2","W_diet2:visit2","p_diet2","p_diet2:visit2","q_diet2","q_diet2:visit2","diff_diet2","diff_diet2:visit2","passed_ss_diet2","passed_ss_diet2:visit2"
"Blautia_sp_Marseille_P3087",-0.388994386158148,1.05721477749528,0.70779401991852,0.621175252882674,-0.549586991711131,1.70195894409684,0.586002628538021,0.104314367119972,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Blautia_sp_MSK_20_85",-0.522322565899905,0.465771545107588,0.60215659339123,0.519905300677581,-0.867419823402223,0.89587766175986,0.38976547792913,0.376269701330337,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Blautia_sp_OF03_15BH",0.463645991631191,0.185518503866072,0.641851755803165,0.654434393268086,0.722356817503785,0.283479147450729,0.474264103203045,0.779598366785081,0.999738393308721,0.992497590260549,FALSE,FALSE,TRUE,TRUE
"Blautia_wexlerae",-0.0172565642071957,-0.192841074055895,0.365834404389995,0.326726353485322,-0.0471704246514756,-0.590221976277034,0.962474521552237,0.557047220556954,0.999738393308721,0.976545662573901,FALSE,FALSE,TRUE,TRUE
"Butyricicoccus_sp_AM29_23AC",-0.594735538164117,-0.019255657396553,0.756305157471221,0.802367366159148,-0.786369803628832,-0.0239985550368628,0.441140655196758,0.981442694891573,0.999738393308721,0.99320081338274,FALSE,FALSE,TRUE,TRUE
"Butyricimonas_faecihominis",0.333302939611915,-0.00415326236321123,0.773315979833766,0.64006575199389,0.431004852225558,-0.00648880579889373,0.670919169727257,0.994908231156394,0.999738393308721,0.99660025195768,FALSE,FALSE,TRUE,TRUE
"Butyricimonas_paravirosa",0.723360313231751,0.903471154377811,0.736275656734915,0.54898742640024,0.982458548798914,1.64570463899684,0.335460786952484,0.117893034812058,0.999738393308721,0.972454017407108,FALSE,FALSE,FALSE,TRUE
"Butyricimonas_SGB15260",-0.487793981677682,-0.240475559372591,0.891958291215635,0.739048261187837,-0.54687981095268,-0.325385461277029,0.596818097540701,0.754399168308856,0.999738393308721,0.992497590260549,FALSE,FALSE,TRUE,TRUE
"Butyricimonas_virosa",-0.410026815620514,0.587111687640044,0.896445196644869,0.899302123711554,-0.45739194895028,0.65285255328537,0.653916385406209,0.533579658261611,0.999738393308721,0.976545662573901,FALSE,FALSE,TRUE,TRUE
"Candidatus_Allobutyricicoccus_pentlandensis",-0.080327654564193,2.0124784399236,0.889468066429577,0.888525230621791,-0.0903097678218365,2.26496487726664,0.928973515708099,0.0578638069030519,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Candidatus_Allochristensenella_caecavium",0.5733449344068,-0.0394526972930186,0.517619965520027,0.556579767957554,1.10765614272778,-0.0708841743166406,0.272424179365532,0.943995426569269,0.999738393308721,0.992497590260549,FALSE,FALSE,TRUE,TRUE
"Candidatus_Aristotella_avistercoris",0.357378443683118,-0.94150809608404,0.657604541366365,0.571874139904945,0.543454950813693,-1.64635543100538,0.591945384730378,0.12350448038255,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Candidatus_Avimonas_narfia",0.332771376161744,0.863009199690402,0.527534688999041,0.597980153630745,0.630804728297874,1.4432070938316,0.529790033000352,0.155879885757869,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
