feature	Adlercreutzia_equolifaciens	Agathobaculum_butyriciproducens	Akkermansia_muciniphila	Alistipes_communis	Alistipes_finegoldii	Alistipes_ihumii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_SGB2313	Alistipes_shahii	Alistipes_sp_AF17_16	Anaerobutyricum_hallii	Anaerobutyricum_soehngenii	Anaerostipes_hadrus	Anaerotignum_faecicola	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_intestinalis	Bacteroides_ovatus	Bacteroides_salyersiae	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_animalis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Blautia_faecis	Blautia_glucerasea	Blautia_luti	Blautia_massiliensis	Blautia_obeum	Blautia_SGB4815	Blautia_sp_Marseille_P3087	Blautia_sp_MSK_20_85	Blautia_wexlerae	Butyricicoccus_sp_AM29_23AC	Candidatus_Cibionibacter_quicibialis	Clostridiaceae_bacterium	Clostridiaceae_bacterium_AF18_31LB	Clostridiaceae_bacterium_Marseille_Q4149	Clostridiales_bacterium	Clostridiales_bacterium_KLE1615	Clostridiales_Family_XIII_bacterium_BX16	Clostridium_fessum	Clostridium_leptum	Clostridium_saudiense	Clostridium_SGB6179	Clostridium_sp_1001270H_150608_G6	Clostridium_sp_AF34_10BH	Clostridium_sp_AF34_13	Clostridium_sp_AF36_4	Clostridium_sp_AM22_11AC	Clostridium_sp_AM49_4BH	Clostridium_spiroforme	Collinsella_aerofaciens	Collinsella_SGB14861	Collinsella_SGB4121	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Coprococcus_SGB4669	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_sp_AF24_7LB	Dorea_sp_AF36_15AT	Dysosmobacter_sp_BX15	Dysosmobacter_welbionis	Eggerthella_lenta	Ellagibacter_isourolithinifaciens	Enterocloster_SGB14313	Enterococcus_SGB6173	Eubacteriaceae_bacterium	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_SGB6276	Eubacterium_siraeum	Eubacterium_sp_AF34_35BH	Eubacterium_ventriosum	Evtepia_gabavorous	Faecalibacillus_faecis	Faecalibacillus_intestinalis	Faecalibacterium_prausnitzii	Faecalibacterium_SGB15315	Faecalibacterium_SGB15346	Faecalicatena_fissicatena	Faecalitalea_cylindroides	Firmicutes_bacterium_AF16_15	Flavonifractor_plautii	Fusicatenibacter_saccharivorans	Gemmiger_formicilis	Gemmiger_SGB15299	GGB1266_SGB1699	GGB14025_SGB14906	GGB1550_SGB2134	GGB27106_SGB6188	GGB2982_SGB3964	GGB3005_SGB3996	GGB3033_SGB4029	GGB3175_SGB4191	GGB3256_SGB4303	GGB3277_SGB4327	GGB3278_SGB4328	GGB3304_SGB4367	GGB33469_SGB15236	GGB33512_SGB15203	GGB34797_SGB14322	GGB3570_SGB4777	GGB3619_SGB4894	GGB3653_SGB4964	GGB3730_SGB5060	GGB3746_SGB5089	GGB4456_SGB6141	GGB4567_SGB6307	GGB4569_SGB6310	GGB4571_SGB6317	GGB4684_SGB6478	GGB47687_SGB2286	GGB51647_SGB4348	GGB6612_SGB9346	GGB79734_SGB15291	GGB79890_SGB14770	GGB79973_SGB14341	GGB80011_SGB15265	GGB80140_SGB15224	GGB9342_SGB14306	GGB9345_SGB14311	GGB9453_SGB14844	GGB9524_SGB14924	GGB9602_SGB15031	GGB9608_SGB15041	GGB9634_SGB15093	GGB9635_SGB15106	GGB9642_SGB15119	GGB9677_SGB15180	GGB9699_SGB15216	GGB9708_SGB15233	GGB9708_SGB15234	GGB9713_SGB15249	GGB9719_SGB15272	GGB9747_SGB15356	GGB9758_SGB15368	GGB9760_SGB15373	GGB9760_SGB15374	GGB9765_SGB15382	Gordonibacter_pamelaeae	Gordonibacter_urolithinfaciens	Holdemanella_porci	Intestinibacter_bartlettii	Intestinimonas_massiliensis	Lachnospira_eligens	Lachnospira_pectinoschiza	Lachnospira_sp_NSJ_43	Lachnospiraceae_bacterium	Lachnospiraceae_bacterium_BX3	Lachnospiraceae_bacterium_Marseille_Q4251	Lacrimispora_amygdalina	Lacrimispora_celerecrescens	Lactococcus_lactis	Lawsonibacter_asaccharolyticus	Mediterraneibacter_glycyrrhizinilyticus	Methanobrevibacter_smithii	Monoglobus_pectinilyticus	Odoribacter_splanchnicus	Oscillibacter_sp_ER4	Oscillospiraceae_bacterium	Parabacteroides_distasonis	Parabacteroides_merdae	Paraprevotella_clara	Parasutterella_excrementihominis	Phascolarctobacterium_faecium	Phocaeicola_dorei	Phocaeicola_massiliensis	Phocaeicola_SGB6473	Phocaeicola_vulgatus	Prevotella_copri_clade_A	Pseudoruminococcus_massiliensis	Romboutsia_timonensis	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_sp_AF02_12	Ruminococcus_bicirculans	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_SGB4421	Ruminococcus_sp_AF41_9	Ruminococcus_sp_BSD2780120874_150323_B10	Ruminococcus_torques	Ruthenibacterium_lactatiformans	Sanguibacter_SGB15121	Senegalimassilia_anaerobia	Slackia_isoflavoniconvertens	Staphylococcus_SGB6340	Streptococcus_salivarius	Streptococcus_thermophilus	Sutterella_wadsworthensis	Turicibacter_bilis	Vescimonas_coprocola	Waltera_intestinalis	Other
AE1332	-8.53812419255209	-8.10680838183103	-6.34658229889047	-11.5128723311831	-9.73447448005055	-9.6255065913568	-10.5232385400177	-9.29141374182094	-5.63422208183842	NA	-8.40761434128844	-7.75094423894534	-8.87682831381483	-5.57900063490578	-11.8997981666245	-5.43007937465218	NA	-6.48405881976333	-7.08460884077377	NA	-6.84345915615923	NA	-12.6657188593443	NA	-6.27340143656553	NA	NA	NA	-6.62043020385848	NA	-6.40494678453728	-2.65650774625102	NA	NA	-4.94441087573317	NA	-10.3718088168025	-8.99470953801086	-10.9139246972878	NA	NA	-6.08894294001768	-10.1066095402566	NA	NA	-4.91477740023836	NA	NA	-7.96095904502437	NA	NA	-11.5626253663802	-14.8828089688653	-10.0510664096571	NA	-11.9669386140645	NA	NA	NA	-10.7424850227903	NA	NA	NA	NA	-12.0073496010366	-4.89553207430261	-5.31418691141447	NA	NA	-10.1193909752707	NA	NA	-5.71234681002955	-7.64365393806705	-4.83300976284672	-9.69399978255383	-9.28608997136073	NA	-9.91072720275412	-11.2005887473592	NA	NA	NA	NA	NA	-2.46209975251324	NA	NA	NA	NA	NA	NA	-5.9577543413954	-5.14904094872793	NA	NA	NA	NA	NA	-9.42060636150776	-4.74553144112231	-8.29186581309368	NA	NA	NA	NA	NA	-11.3994071958019	NA	NA	-11.3409812308701	NA	NA	NA	NA	NA	-15.6241397555929	-8.66407929990389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.7656563418494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4389139097662	NA	NA	-10.0945711718655	NA	-17.9315682807851	-11.2325164367683	-13.9961085329798	NA	-13.1177870895681	NA	-15.7696805984082	-7.48105292180142	NA	-10.6152867490389	NA	NA	NA	NA	NA	-9.95801440197713	-10.0590472961935	NA	NA	-7.94967996004071	NA	NA	-6.112946162134	NA	NA	-12.1018455456991	NA	NA	NA	NA	-4.08457702056899	NA	-11.7808055364297	-9.17259559244243	NA	-14.5426899419731	-10.0568942491493	NA	NA	NA	NA	NA	-7.96153431096067	-6.15760491235158	NA	NA	NA	-9.11482459350739	-11.5336797726544	-8.40492233435822	NA	NA	NA	-14.7940647570352	-9.294218869952	NA	NA	-12.4550245745709	-8.93976302540868	-3.66553211905709
AE2332	-7.28541549171237	-7.19776996431058	NA	-13.2478726920956	-13.1968595261762	-12.2221406450337	-11.5435518610569	-9.90090201015513	-6.19439575712453	NA	-8.82513706858515	-8.97461225248727	-13.4269487539985	-6.83158035367932	-6.07813287335057	-5.52294086553204	NA	-8.24993540951811	-6.50152175620905	NA	-7.41249809257374	NA	-9.98656433068208	NA	-7.81243347865893	NA	NA	NA	-5.97725467656771	NA	-7.45537987961353	-3.74391164641047	NA	NA	-6.50576317036534	NA	-8.18459303522461	-10.5532742904902	-11.0431302956568	NA	NA	-5.40699682461687	-7.91038094124518	NA	NA	-3.08326774803492	NA	NA	-5.57820174219538	-14.465594681898	NA	-11.9394805373881	-6.31784873407853	-10.7464459390415	NA	-11.6069385311349	-15.5053043917	NA	NA	-10.8496863095034	NA	NA	NA	NA	NA	-4.89742360169219	-5.90754630496127	NA	NA	-8.21453539691118	NA	NA	-5.16436749587407	-5.91161362077	-4.51660649591448	-7.04096285893887	-7.61922503398531	NA	-11.2506822256824	-13.3739139916767	NA	NA	NA	NA	NA	-4.65667417340451	NA	NA	NA	NA	NA	NA	-5.80601845205288	-3.81336817986513	NA	NA	NA	NA	NA	-10.27086010762	-3.84121684899665	-5.70879688014002	NA	NA	NA	NA	NA	-10.733615318792	NA	NA	-10.7160361466564	NA	NA	NA	NA	NA	NA	-6.52947641452532	NA	NA	NA	NA	NA	-13.5170953099711	NA	NA	NA	NA	NA	NA	-17.7299352852324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.22472782076602	NA	NA	-13.9797016420752	-11.5722588295116	NA	-9.66454842097476	NA	-9.29060123595218	NA	NA	-18.209103121931	NA	NA	NA	NA	-8.70666305568231	-10.4235763474171	-9.25728858872784	NA	NA	-9.23312491740496	NA	NA	-6.55461626313286	NA	NA	-10.6230025797839	NA	NA	NA	NA	-5.0450294776152	NA	NA	-13.1502094328774	NA	-7.37047217284927	-8.73195814194459	NA	NA	NA	NA	NA	-7.81961844024891	-4.74636461779626	NA	NA	NA	-15.4721375277648	-11.2063733291754	-8.92826206728811	NA	NA	NA	-7.19751583075018	-5.00281021865594	NA	-10.0463303599061	-11.6998679473731	-7.3802213632843	-3.89670786665877
AH1343	-9.37947589655256	-6.54555791728061	-5.38358960277716	NA	NA	-11.0907906457291	NA	-8.52658670517476	-5.79684546181379	NA	NA	-7.84805600055408	NA	-6.17055761762784	-6.36547884487675	-4.06810337181356	NA	-10.0525980591731	NA	-6.86526070332796	NA	NA	NA	-6.5592748251066	-10.2319961160369	NA	NA	-10.0320605867663	-5.08960625776009	-6.95092913446289	NA	NA	NA	NA	NA	NA	NA	-6.93611938334017	-11.1129863918433	NA	-6.53796360068495	-6.96318976795363	-12.8871744499657	NA	NA	-3.33293154706033	NA	-4.48182343921267	-5.28983853935406	-9.80099800651875	-9.68994286152148	-10.6699437337451	-7.22431729826094	-11.7056381581531	-6.84953598637547	-10.8518171382291	NA	NA	NA	-8.91427296697638	NA	NA	-7.01462548312044	-8.57665805773738	-10.5487284248489	NA	-6.32303651036481	NA	NA	-5.83664966683913	NA	NA	-5.05737965399001	-7.19041762842596	-5.52089197993239	-7.6566663184972	-7.99290785955498	NA	-8.71155307728687	-14.071102310807	NA	NA	NA	-8.06614459101104	NA	-3.25974558102155	NA	NA	NA	NA	-7.73229498357763	NA	NA	-4.33743352987749	NA	NA	NA	NA	-8.80196355817167	-9.04229277815255	-4.2511870670772	NA	NA	NA	-10.2394761938966	NA	NA	-9.2006739227825	-12.7172494485234	NA	NA	NA	NA	NA	NA	NA	NA	-6.77496401700007	NA	NA	-14.8314318980387	NA	-6.91204733662087	NA	NA	NA	NA	NA	NA	NA	NA	-8.05317273886716	NA	NA	NA	NA	NA	NA	-11.962901776129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.70154813361854	NA	NA	NA	NA	NA	NA	-11.4615198433128	NA	-10.5253635639053	-8.8504180480523	-4.64631808418133	-9.59361223274974	-8.80247878340491	-8.42789187777113	NA	NA	-9.34126222668523	-6.62162333053265	NA	NA	-7.14282984821022	-7.39699818561805	-7.78090100943174	NA	NA	NA	NA	-5.60610148072324	NA	NA	NA	NA	-7.09470948998578	NA	-11.7037119962637	NA	NA	NA	NA	-7.38202453102259	-7.88046161328457	NA	NA	NA	-7.98843108327507	-9.9756281180347	NA	NA	NA	NA	NA	-15.5600097067122	NA	NA	NA	NA	-3.35716426030159
AH2343	-8.4087901784519	-6.96000633229687	-4.85281242949451	NA	NA	-10.6784294782852	NA	-6.63157285947473	-6.85478564703071	NA	NA	-8.79726988711689	NA	-7.07366458635688	-6.38862063865813	-5.2583415994464	NA	-12.6287004870036	NA	-11.2619740967881	NA	NA	NA	-6.73155817766749	-13.045261584524	NA	NA	-12.1706816051916	-5.92231656405874	-9.33119029486863	NA	NA	NA	NA	NA	NA	NA	-5.72575169399228	-11.9298781795723	NA	-6.28550422105846	-6.22125645722551	-13.8959439382458	NA	NA	-2.89173310831427	NA	-4.73657635927164	-6.53496306679461	-9.56077148040179	-10.1686875550595	-11.8136650588824	-6.74103323299703	-10.4459397660049	-6.96816597616341	-11.4778856621043	NA	NA	NA	-9.59138392655295	NA	NA	-6.55506256646096	-10.2517359145366	-8.72601893680344	NA	-6.11183780272113	NA	NA	-6.14543097725372	NA	NA	-4.04667949953115	-6.39700962234219	-5.40545990123202	-7.43778743683691	-8.33239885475704	NA	-8.5537066244817	-13.1242129259189	NA	NA	NA	-7.96972027350782	NA	-3.80003036975305	NA	NA	NA	NA	-8.15546385990331	NA	NA	-4.33025841975134	NA	NA	NA	NA	-7.57547356960492	-9.56000898536451	-3.09055886782049	NA	NA	NA	-9.83248308708461	NA	NA	-10.3831312232804	-10.9256626461135	NA	NA	NA	NA	NA	NA	NA	NA	-6.54791754959067	NA	NA	-13.6989070911862	NA	-10.6760671148281	NA	NA	NA	NA	NA	NA	NA	NA	-6.48333536743649	NA	NA	NA	NA	NA	NA	-10.9078134946771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.4181363210556	NA	NA	NA	NA	NA	NA	NA	NA	-10.1500442011477	-8.79195254774669	-5.12226696288306	NA	-9.19651960668562	-8.14873340488186	NA	NA	-11.4115385437643	-7.05248242935146	NA	NA	-9.64062744557279	-9.02257485472594	-7.93283639921526	NA	NA	NA	NA	-6.57966240649953	NA	NA	NA	NA	-7.86780202821891	NA	-14.1660331016135	NA	NA	NA	NA	-7.12352877410904	-7.4109246152969	NA	NA	NA	-8.23095473940901	-9.78347264528869	NA	NA	NA	NA	-16.024677252368	-9.10327266018605	NA	NA	NA	NA	-3.44063081563985
AK1351	-6.57309665219496	-5.95314482523066	NA	-8.24498122396939	NA	NA	NA	NA	-12.0192787073204	NA	NA	NA	NA	-4.84519252592217	NA	-5.36764017631972	NA	NA	NA	NA	-7.53614226349397	NA	-7.55240756074172	-5.83806094169465	-4.94506058144163	NA	NA	NA	-3.77496868821494	-9.05443856190585	-7.2436031767332	-9.08122615650418	NA	NA	-6.60456407637773	NA	-8.20654393425215	-6.09574585434686	NA	NA	NA	-16.4461424635013	NA	NA	NA	-2.76145938533266	NA	NA	-5.9185432831561	NA	NA	-8.15439618266733	NA	NA	-7.20820698347479	-11.2719301036559	NA	NA	NA	-8.78480971070609	NA	NA	-6.58545728543897	NA	NA	-5.87062854036027	NA	NA	NA	NA	NA	NA	NA	-7.58046441859707	NA	-6.58609473859301	-8.44142038212956	NA	-8.14464626851872	-10.153327854429	NA	NA	NA	NA	-5.52723930568689	-6.12897214981382	-18.6096411957842	-15.3586796222509	NA	NA	-8.02257629742098	NA	-4.35310519535077	-4.81358535875498	NA	-6.39530993113685	-10.7722024809278	NA	-11.8520845068447	-7.43821416917661	-5.15454519513565	NA	NA	NA	NA	NA	NA	-10.175680264663	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.34510476478513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4986098833954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.6685348848377	NA	NA	NA	NA	NA	NA	-10.331470546153	-7.38877922911661	NA	NA	-7.50030675725371	NA	NA	-9.33565915368505	-8.80809449242737	NA	NA	NA	NA	-10.4497698590058	-8.73625860675717	NA	NA	-8.47783566907047	NA	NA	-5.86379043180953	-7.58306242565644	NA	NA	-6.68729466039295	NA	NA	NA	-4.00214211508244	NA	NA	-10.8462296213141	-4.57951206717006	-10.3222058402777	-4.75103848332703	-7.97486644028384	NA	NA	NA	NA	-6.14414621328923	NA	NA	NA	NA	-7.24533141391974	-10.7838555683194	NA	NA	NA	NA	-11.1319638682188	-7.07176276278669	-9.01800665435062	NA	-10.4359140968813	NA	-3.31455962767419
AK1371	-6.99883722381506	-8.5778153777792	-3.90208304342031	-12.4754196789457	-7.40057722335704	-10.2022878675663	NA	-5.85800451124604	-5.78923026911656	-10.2195576677546	NA	-9.33063370489895	NA	-5.89966078646629	-10.4463431693035	-5.0167818505448	NA	-7.89470826692062	-8.2842901855168	NA	NA	NA	-8.03070190561292	NA	-10.4421221149711	NA	-8.44297537975826	-11.3537622661235	-7.91128321274902	-12.3168588694785	-6.4309633199965	NA	NA	NA	-6.53148981097166	NA	-10.1926320319175	-5.98857778704091	-10.3685631605313	NA	-8.09319203470347	-7.36553846676388	-7.32100520966863	NA	NA	-6.13605662064111	NA	-5.55962875453291	-9.1515211375318	-13.3227594709181	-11.7250426977162	-13.3376174296453	-8.39139223072618	-10.0264826148319	NA	-9.462232153267	-11.5890495239331	NA	-9.18027572537116	-7.69800895066279	NA	-7.43984085664433	-12.4598934992016	NA	-13.7676674997791	-6.16515368467187	-6.60799316790304	-9.05336449391627	-7.27039186402413	-7.6603975224539	-4.78511936582259	NA	NA	-8.47459833247266	-7.34766326142943	NA	-11.6146084262288	-8.78850443296226	-10.7950901952445	-12.5687481880594	NA	NA	-8.0822809096939	-10.7287102576294	-9.90836881650434	-5.80036284851554	-9.82762528370211	-14.2848300152858	NA	-6.88613325142793	-6.89664941683954	-11.7191939260264	-8.19132415370752	-5.91099671654465	-9.63821202511584	-11.0400887676227	-7.53557945661382	NA	-9.76264593174074	-15.5323976197738	-5.52616793975403	-6.15980071859157	-9.88744785781041	NA	NA	NA	-14.9406138531967	-8.24117780975133	-13.4493657872977	-9.09031888407687	-11.3201749877481	NA	NA	NA	-6.6722520847183	-9.10240096795123	-10.3417303378215	NA	NA	NA	-9.94786252093432	NA	-16.0835718070387	-10.21423501414	-7.33305090298105	NA	-7.14073152659572	-9.31805547754984	-11.4009672990768	NA	-10.8385473670068	-11.2563173275434	NA	-11.6587056903918	NA	NA	-7.36221149061151	-5.67324560289095	-12.5582685169853	-7.63413653161031	NA	-12.1326109656932	-10.908646124538	-5.6511749025843	NA	NA	-8.5237167655251	NA	-12.382361624238	-8.99898484430438	-10.2002496825686	-8.46070651417997	-8.63717771150417	-9.48417548594153	NA	-10.5715995816948	-7.95046528062021	-10.6008758738429	-6.41273117616517	-11.5057234079542	-9.82422084655658	-9.03963315573169	-9.21363530123688	NA	-7.5616987749588	-11.2641023086363	-9.24095956019479	-15.1397546424318	-11.8795441531108	-9.9802839986267	-10.1750123910696	NA	-5.95819421422823	-8.74359812160947	-8.37482318758899	-6.40676992204191	NA	-9.36313752042621	-8.6602224133111	NA	NA	-8.00939316956828	-6.5467984517369	NA	NA	-8.46111319354585	-10.1678583792057	NA	-8.61279997091094	-9.11402539485721	-11.9727260383504	-11.4425235884789	-13.5170948771627	-10.5894940455945	-6.13281342363445	NA	-5.94443796152778	NA	-10.9284724982896	NA	NA	-3.7770373528569	-5.25916547189931	-10.5957317732157	NA	NA	NA	NA	-12.4301295684348	-14.0367509502857	-11.0413044365726	-11.0892183701799	-12.2626837293274	NA	-2.46950025411286
AK2351	-6.73949228006012	-6.97700944367168	NA	-8.99353349818357	NA	NA	NA	NA	-12.1126676147859	NA	NA	NA	NA	-5.31511234122301	NA	-5.54315504964654	NA	NA	NA	NA	-6.58400328368135	NA	-6.69543547727632	-6.15769861693026	-5.1670242088183	NA	NA	NA	-4.07958118607865	-7.67698351436208	-6.99186153237275	-8.72528748893617	NA	NA	-7.12879042094078	NA	-8.58633039040442	-7.30414940367347	NA	NA	NA	-18.7299354295019	NA	NA	NA	-3.49239907909241	NA	NA	-5.54450110476487	NA	NA	-8.26681092243493	NA	NA	-7.04092500705242	-11.2475220290585	NA	NA	NA	-9.17718281127429	NA	NA	-6.58101679437566	NA	NA	-6.53217119109232	NA	NA	NA	NA	NA	NA	NA	-7.8374256094807	NA	-7.26685535885527	-8.74186825549044	NA	-7.74945431576552	-11.322760047996	NA	NA	NA	NA	-6.26441338596242	-7.47858166668328	-13.2394769152439	-11.0434349023186	NA	NA	-8.13079069868527	NA	-5.51444199666001	-3.61548225298401	NA	-5.12728194565119	-11.6123487881476	NA	-8.64229964125235	-7.43806405263302	-5.12701472154604	NA	NA	NA	NA	NA	NA	-9.2973027564681	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.26814461078415	NA	NA	-7.93037223783201	NA	NA	NA	NA	NA	NA	NA	-6.23168239363111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3723834248838	NA	NA	NA	NA	NA	NA	-9.32072899301796	-7.88833689914009	-10.58527718667	NA	-6.36537251269117	NA	NA	-9.25200122463814	-7.98028457570454	NA	NA	NA	NA	-8.415623111562	-9.0990748063354	NA	NA	-7.74189913806776	NA	NA	-6.16568236682824	-7.17668178850805	NA	NA	-6.91481322503438	NA	NA	NA	-3.47335654940267	NA	NA	-11.870873358984	-4.19040781380768	-8.76898913984237	-3.57507261520341	-10.0542851571483	NA	NA	NA	NA	-8.37180982668887	NA	NA	NA	NA	-5.27958145244655	-10.9349545758562	NA	NA	NA	NA	-16.4461424635013	NA	-9.42694889826796	NA	-9.92006247027483	NA	-3.74576854628901
AK2371	-6.54725813671605	-9.20765285350822	-4.71838574457501	-11.905876449799	-8.08427742990138	-9.21904272303992	NA	-4.86770280976307	-5.98677531917886	-9.42625436734351	NA	-9.23052322999482	NA	-6.00048136297636	-13.0575105203386	-6.10349275763548	NA	-9.92594517428587	-6.35273712254704	NA	NA	NA	-9.44845934666165	NA	-9.05106785235176	NA	-9.55294972876749	-12.2132080973414	-7.5663135300021	-12.773717554338	-6.00906894152642	NA	-8.17785154521358	NA	-7.80090264104129	NA	-9.33426203233876	-6.23492814408743	-9.79214627524708	NA	-10.004828978644	-5.03841516233638	-11.1686894305627	NA	NA	-5.52662111134168	NA	-8.02107689119103	-7.50190145834665	-13.0270856255783	-8.3938659755721	-14.2733582407279	-8.13026553743072	-9.86118039558835	NA	-9.81561573252196	-12.3496159726309	-9.85235163621361	-7.17893819525664	-10.6645489980524	NA	-7.4546716648966	-12.9565816114878	-16.2762178948672	NA	-7.55976585873747	-5.48566898923498	-8.86306012880657	-7.28954060105124	-8.92272096015272	-5.57177899094124	NA	NA	-8.39838602032945	-7.76506138960117	NA	-10.4107546376354	-8.82173906920095	-11.1264707753625	-13.1050212361888	NA	NA	-9.01315367173569	-11.5011171718142	-12.1786873572067	-8.40375065549127	-9.26738913549245	NA	NA	-7.55851427500099	-7.0071654475182	-11.7787778718406	-8.47239428792771	-5.86437067700348	-10.5084538133326	-10.7501689617404	-8.39872681251846	NA	-8.2705042436728	-15.6989089666895	-5.40524166170621	-6.24807063577613	-11.5491618471848	NA	NA	NA	NA	-8.0122594392437	-12.2726442119874	-8.00987752551987	-11.4048748779378	NA	NA	NA	-6.57908483653004	-8.45173894580274	-10.0898481423513	NA	NA	NA	-8.70805063668901	NA	-11.8926507341874	-9.52313382804243	-6.88422424242231	NA	-6.43555235258015	-7.65620176791859	-8.91010387674568	NA	-11.0948881301526	-10.9239817511606	NA	-11.4265521679516	NA	NA	-9.05620432283797	-5.75891563949344	-11.3146533609009	-8.13289542465292	NA	-12.3205449261724	-6.91192687557774	-6.26529023347282	NA	NA	-8.66753770465108	NA	-10.4853134935902	-8.7714461893332	-10.1064519294214	-9.29830200263717	-9.41222832945301	-8.65911489192125	NA	-11.8162659173276	-7.7402020100608	-9.40555961641801	-6.09839301798209	-11.5801887428054	-10.4133099943266	-8.62573596596449	-8.87229286944279	NA	-7.42613030189725	-11.3054956873894	-10.2579073060008	NA	-13.035540120503	NA	-9.23095661491228	NA	-5.08531540345027	-8.37640544333969	-8.51255761294121	-7.31695189091091	NA	-8.62180917875012	-8.39546824192386	NA	NA	-8.26153316972175	-7.79381006212756	NA	NA	-8.20718377452592	-8.67961398771064	NA	-8.98130545672247	-8.07261741272881	-8.27344751917353	-17.1660349771168	-11.5272796590349	-14.9360852046022	-5.61441152586445	NA	-5.67318771855121	-15.9315697234797	-10.325164510782	NA	NA	-3.87742967599142	-5.96845689650429	-10.2508585804077	NA	NA	NA	NA	-14.6060393919122	-10.671826459789	-11.7797920687477	-13.9588770694755	-14.0008323859169	NA	-2.24377716009957
