clade_name	AE1332	AE2332	AH1343	AH2343	AK1351	AK1371	AK2351	AK2371	AM1310	AM1314	AM2310	AM2314	AN1355	AN2355	AP1348	AP2348	AS1315	AS2315	AT1302	AT2302	EH1307	EH2307	EK1349	EK2349	EP1341	EP2341	ET1331	ET2331	HK1340	HL1333	HL2333	HN1327	HN2327	HP1337	HP2337	HT1321	HT2321	IM1354	IM2354	JA1369	JA2369	JE1361	JE2361	JH1373	JH2373	JK1312	JK2312	JL1316	JL2316	JM1360	JM2360	JP1303	JP2303	JS1364	JS2364	JV1357	JV2357	KH1326	KH2326	KK1350	KK1376	KK2350	KK2376	KL1367	KL2367	KM1329	KM2329	LK1306	LK2306	LT1311	LT2311	MK1305	MK1353	MK2305	MK2353	ML1319	ML1375	ML2319	ML2375	MM1317	MM1328	MM2317	MM2328	MO1363	MO2363	MR1322	MR1334	MR2322	MR2334	MS1330	MS1370	MS2330	MS2370	MV1301	MV2301	NK1335	NK2335	PH1308	PH1339	PH1359	PH2308	PH2339	PH2359	PK1313	PK1324	PK2313	PK2324	PP1368	PT1325	PT2325	RA1309	RA2309	RK1372	RK2372	RS1345	RS1366	RS2345	RS2366	SH1365	SH2365	SK1377	SK2377	SN1320	SN2320	SO1346	SO2346	SS1323	SS2323	SV1318	SV2318	TJ1356	TJ2356	TK1342	TK2342	TL1338	TL2338	TS1358	TS2358	VK1336	VK2336
k__Bacteria|p__Bacteroidetes|c__CFGB4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76843	0.46622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41953	1.08571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81312	0.61993	0	0	0	0	0	0.71162	0	0.83225	0	0.63767	0	3.85251	0	0	0	0	0	0	0	1.58091	0	2.2126	3.05901	0	0.90888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35607	0.55065	0	0
k__Bacteria|p__Firmicutes|c__CFGB3068	0.09146	0.16714	0	0	0	0.13963	0	0.24737	0.30165	0	0.36974	0	0	0	0.10125	0.03245	0	0	0.17612	0.29831	0.14918	0.16604	0	0	0.10082	0.70891	0	0	0	0.19544	0.18086	0	0	0	0	0.20198	0.41812	0.58253	0.0621	0	0	0.04375	0.28015	0	0	0.04842	0.05122	0.07488	0.17293	0.23666	0.27252	0.0261	0.21553	0.11322	0.19919	0.53002	0.32517	0.37096	0.2688	0	0	0	0	0.33085	0.43754	0.28677	0.70795	0.19731	0.11469	0	0	0.12393	0.01705	0.10437	0.27093	0.17869	0.36686	0.42844	0.17875	0.21243	0.10405	0.24939	0.28193	0.15951	0.38486	0.39594	0.38407	0.25662	0.42146	0.24539	0	0.43103	0	0.19786	0.16279	0.27411	0.14001	0.22329	0.62746	0.31893	0.71011	0.36321	0.74231	0.45495	0.02814	0.23047	0.1504	0.12534	0.15786	0.25084	0.3868	0.3144	0.40609	0.49013	0	0	0	0	0.0325	0.08799	0.37401	0.27734	0.35863	0.36821	0.57443	0.25526	0	0	0.58986	0.64046	0.36812	0.18913	0.46783	0.60655	0.21731	0.75298	0.04004	0.44604	0	0
k__Bacteria|p__Firmicutes|c__CFGB4806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55447	2.54743	1.01606	0.37961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28596	1.4042	0	0	0	0	0	0	0	0	0	0.33345	0	0.00203	0	0	0	0	3.14605	1.74969	0	0	0	0	0	0	0	0	0	0	0	0	1.75318	0	1.81106	0	0	1.16005	0	5.43879	0	2.09042	0	0	0	0	0	0	0	0	1.59053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00487
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0	0	0.22405	0.52427	0.02705	0.17696	0.25027	0.46655	0.26772	0	1.00534	0	0	0	1.30883	0.56925	0.35496	0.24365	0.72486	4.57254	0.06677	0.12085	0.29366	0.60006	0.03534	0.08529	0.30027	0.31822	0.09521	0.08562	0.13466	0.00285	0.04182	0.59483	1.09411	0.57727	0.0365	0.54346	0.32852	0.13332	0.0464	0.02282	0.0265	0	0	0.01095	0.00211	0.22192	0.50228	0	0	0.02056	0.07614	0.28326	0.61592	2.82229	0.22349	0.07768	1.71111	0.04908	0	0.00961	0	0.37144	0.99674	0.92056	1.02722	0.28137	0.41804	0.12815	0.10447	0.02637	0.71438	0.01416	1.65052	0.05874	0.32062	0.0428	0.78556	0.35176	1.34288	1.07587	1.69811	0.25902	0.24997	1.69643	0.11636	0.2792	0.42736	0.56319	0.40565	1.19123	0.05639	0.44859	0.45703	0.54323	0.89713	0.3976	1.86941	0.09021	0.20573	0.30223	0.00624	0.01748	0.00423	0.01531	0.01295	0.73421	0.10353	0.09626	0.19868	0.55946	1.34583	0.69319	0	0.21584	0	0.08872	0.35464	0.16994	0.4849	0.39183	0.05469	0.05501	0.92016	1.00226	0	0	0.26297	0.47989	0.1956	0.11422	0.3453	0.29682	0.21704	0.58774	0.07102	0.20208	0.51917	0.90748
k__Bacteria|p__Proteobacteria|c__CFGB3069	0.0082	0	0	0	0	0.16142	0	0.34366	0.41575	0	0.17216	0	0.04297	0.00227	0	0	0.02864	0.01877	0.14378	0.05983	0.08037	0.01624	0	0	0.23303	0.51587	0	0	0.36748	0.02131	0.02129	0	0	0	0	0.12497	0.14221	0	0	0.01526	0	0.15773	0.31915	0.06225	0.43732	0	0	0	0	0.23314	0.16413	0	0	0	0	0	0.00194	0.05877	0	0	0	0	0.00553	0.01116	0.00477	0.00138	0.00428	0.02368	0.12799	0	0	0	0.40549	0	0.10969	0.16363	0.2737	0.12948	0.0485	0.04863	0.01907	0.0137	0.00732	0.08239	0.00855	0	0.01503	0.06651	0.00692	0.02199	1.33189	0.0116	2.01043	0.02262	0.00403	0.0072	0	0.0211	0.059	0.03775	0.94406	0.02602	0.04456	0	1.82075	0	0.67567	0	0.08974	0.06768	0	0	0.11014	0.02661	0	0.00385	0	0.15644	0	0.00184	0.08131	0.23243	0.00148	0	0.02098	0	0	0	0.10856	0.03851	0.05928	0.15897	0.11339	0.18209	0.03196	0.04769	0.05333	0.06394	0.06645	0.01861
k__Bacteria|p__Firmicutes|c__CFGB76783	0	0	0	0	0	0.06613	0	0.10761	0.0146	0	0.02713	0	0	0	0.05508	0.00479	0	0	0.03513	0.01478	0	0	0.33392	0.16989	0	0	0	0	0	0.81655	0.14516	0	0.66139	0	0	0	0	0	0	0	0	0.37826	0.42903	0.31448	0.11825	0	0	0	0	1.80518	0.96948	0.52417	0.28829	0	0	0.71167	0.82236	0	0	0	0	0	0	0	0	0.32955	0.48664	0.4548	0.51958	0	0	0	0.01458	0	0	0.03924	0.20899	0.03529	0.20192	0.00344	0	0	0	0.84894	1.36892	0.15428	0.00054	0.51971	0	0.0042	0.03212	0.00378	0.00797	0	0	0	0	0	0	1.65946	0	0	0.40356	0	0.04083	0	0.03347	0	0.174	1.02016	0	0	0.59448	0.24662	0	0	0	0	0	0	0.15903	1.37082	0.4573	1.361	0	0	0	0	0.71251	0.3819	0.01036	0.00125	0	0	2.78349	0.66434	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.22751	0.49599	0.45961	0.4118	0.19289	2.91501	0.14528	4.86889	0.11185	0.01024	0.47154	0.01323	0.96941	0.56433	0.04602	0.14793	0.04522	0.63335	0.13019	0.1613	0.53643	0.67186	0.01927	0.01622	0.48951	0.17144	0.00804	0.07945	0.50866	0.05158	0.10348	0.04333	0.06024	0.16183	0.22167	0.40367	0.06349	0.00723	0.36041	0.16395	0.09376	0.13521	0.13151	0.20222	0.17316	0.63678	1.13114	0.15602	0.16245	0.13681	0.30226	0.25407	0.10972	0.1274	0.03528	0.16395	0.07128	0.03919	0.02082	0.97589	3.91241	1.20966	1.45534	0.11994	0.01688	0.0101	0.04368	0	0.00039	0.0147	0.00261	0.61428	0.04746	0.12761	0.0144	1.23763	0.10623	0.44242	0.74833	0.40674	0.05005	0.50995	0.01593	1.1747	0.72742	0	0.05977	0	0.05149	0.12671	0.05881	0.23951	0.5526	0.15987	0.31792	0.17823	0.64441	0.84008	1.09923	0.02047	0.02184	0.21745	0.08081	0.67997	0.01723	1.53358	0.08353	2.01176	0.03268	0.04961	0.00298	0.00111	0.0596	0.11014	0.2817	0.00924	0.00399	0	0.2536	0.15207	0.53466	0.51952	0.03787	0.03128	0.30351	0.32091	0.05653	0.09686	0.04151	0	0.0347	1.64442	0.75069	3.19215	0.00313	0.00414	0.358	0.19778	0.08179	0.44926
k__Bacteria|p__Firmicutes|c__CFGB3070	0.06022	0.19099	0	0	0.50989	0.30923	0.3789	0.39853	0.08969	0	0.02125	0	0	0	0	0	0.00296	0.02392	0.00684	0.00043	0.0038	0	0	0	0	0	0	0	0.00207	0.00326	0.0002	0	0	0	0	0.07056	0.02632	0.00285	0	0.71651	0.29551	0.03447	0.00362	0.077	0.16172	0	0	0	0	0	0	0	0	0	0	0	0.01654	0	0	0	0	0	0.00034	0	0	0.00373	0.00519	0.01245	0.01617	0	0	0	0.04607	0	0.19903	0.04101	0.09949	0.03885	0.02243	0.01036	0.00557	0.00678	0.00032	0.00369	0	0	0.05142	0	0.07212	0	0.10082	0	0.00471	0	0	0	0	0	0	0	0.0296	0	0	0.3689	0	0.30889	0	0	0	0	0	0	0.00158	0.02345	0	0.1313	0	0.1139	0	0	0	0	0.0145	0.00841	0	0	0	0	0	0	0.0095	0.08699	0	0	0.00672	0.02622	0.01568	0.01644	0.0775	0.05445
k__Bacteria|p__Actinobacteria|c__CFGB2992	0	0	0	0	0	0	0	0	0.42341	0	0.85947	0	0	0	0	0.00882	0	0	0.29853	0.22264	0.0477	0.01921	0	0	0.78134	1.40213	0	0	0	0.69188	0.54633	0	0	0	0	0	0	0	0	0	0	0.00167	0.00387	0	0	0	0	0	0	0.01006	0.00987	0.68282	0.46744	0	0	0.02639	0.01509	0.70609	0.02573	0	0.04335	0	0.09934	0	0	0	0	0	0	0	0	0.01069	0.1682	0	0.46593	0.15153	0.07934	0.7716	0.01028	0.02637	0	0.05614	0	0	0.00268	0	0.01566	0	0.02296	0	0	0	0	0	0	0.06706	0.02926	0.05195	0.02431	0.0028	0.14089	0.0395	0	0	1.94097	0	0.58933	0.00222	0.00854	0.0033	0	0	0.84296	0.66037	0	0	0	0	0	0	0.81489	0.22445	0	0	0	0	0	0	0.18986	0.40263	0.56006	0.14899	0.04692	0.05339	0.49977	0.62012	0	0.01158	0.56718	0.14277
k__Bacteria|p__Firmicutes|c__CFGB38642	0.0004	0	0	0	0	0.31687	0	0.17451	0.19424	0.13831	1.18017	0.12266	0	0	0	0.00337	2.77014	0.34704	1.14246	0.61377	1.0978	1.54682	0	0	0.56657	0.89661	0.40802	1.03219	0.05941	4.64085	2.90788	0	0	0	0	4.52061	6.18301	0	0	0.01466	0	0.03164	0.01411	0.23021	0.52256	0	0	0.03617	0.57074	1.12092	1.36764	1.18477	0.88321	0	0	1.10542	1.90641	0.00909	0	0	0	0	0	1.33228	0.23209	0.2913	0.57001	0	0	0.00061	0	0	0.34138	0	2.40419	1.66204	0.04437	2.4167	0.00336	3.38175	0.62358	0.66423	1.75959	2.07921	0.44429	0.13731	0.11966	0.65082	0.12142	0.01025	0.12388	0.02904	0.14389	0.26137	0.00101	1.11324	0.03192	0.1207	0.18983	3.92462	0.08943	0.66188	0.03262	0	0.04372	0	0.36832	0.04045	0.71798	1.17288	0	0	4.52149	1.81742	0	0.00153	0	0.03041	0.04284	0.08725	2.57533	1.26505	4.00064	2.61005	0.01389	0	0	0	2.60759	1.30524	1.19118	0.41907	0.039	0.04038	0.56569	0.15632	2.43383	0.98663	4.77615	2.2875
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	1.22882	0	2.3954	3.46065	0	6.68892	0	3.79861	1.56199	0	0.8034	0	3.00368	5.08924	0.08447	0.21328	0	0	1.50603	0.19249	1.40011	0.5005	0	0	2.75451	1.15028	0	0	2.79691	0.87691	0.15601	0	0	0	0	0.86801	1.01073	0	0	4.71512	0.42614	0.77315	0.88444	0.19984	5.79941	0	0	1.20513	0.09316	3.32953	3.57739	0.10954	5.07931	1.61058	3.8129	0.00405	0.00026	1.60998	0.1107	3.23997	0.00298	6.4705	1.88967	0.10626	0.01089	0.0035	0.00934	2.78975	2.48872	0.02826	0.07965	1.35222	0.05603	6.15021	0.02961	0.55803	0.04179	0.52192	0.01435	0.9458	0.04374	0.09632	0.03541	0.20627	0.20723	0	1.51687	0	0.3552	0.088	0.4797	0.01466	0	0.72926	0	0.60665	0.18333	0.99946	0.23588	0.68702	2.86654	0.007	1.41817	0	6.23408	0	3.52994	0.00018	2.29481	1.75624	0.16145	0.00083	0.13117	0.45746	0	0.14153	0	0.2936	0	0	0	0	0.0688	0.03668	0.07944	0.01545	1.32134	2.6107	0.83819	0.54099	0.92169	0.11361	0.20001	0.01529	0.59186	1.05369	0.07921	0.32662	0.37428	0.03675
k__Bacteria|p__Firmicutes|c__CFGB9718	0	0	0	0	0	0	0	0.00026	0.03549	0	0.04021	0	0	0	0.07974	0.05526	0.08187	0.01842	0	0	0.10505	0.06095	0.02684	0.03562	0.04534	0.0008	0.10619	0.04525	0	0.03725	0.05921	0.03883	0.0457	0	0	0	0	0	0	0	0	0.00464	0.02667	0.00314	0.07249	0.08647	0.0567	0.01835	0.03339	0.03681	0.03101	0	0	0.00586	0.15458	0.04531	0.11684	0	0	0	0.00415	0	0.06361	0.03616	0.06972	0.06934	0.03522	0.05773	0.12947	0	0	0	0.03649	0	0.15076	0.01355	0.04091	0.03043	0.08927	0.03464	0.11344	0.05944	0.08846	0	0.00849	0.01629	0	0.05066	0	0	0.2792	0	0.02023	0	0	0.02903	0.0228	0	0.06758	0.02929	0	0.0751	0.03077	0	0.03023	0	0.02986	0.09273	0.00731	0.01724	0	0	0	0	0	0	0	0.00463	0.03354	0.02424	0.02552	0.01504	0.03268	0.03333	0	0	0	0	0	0	0.03341	0.06054	0.10288	0.0283	0.04013	0.20272	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23672	0.05132	0.12901	0.15779	0	0	0.02089	0.00844	0	0	0.1433	0.08886	0.11756	0.00587	0	0.06835	0.12166	0	0	0	0	0	0	0	0	0	0	0.17114	0.18793	0	0	0	0	0.0606	0.37479	0	0	0	0	0	0	0.42154	0.22519	0	0	0	0	0	0	0	0	0.42946	0.22021	0.01425	0.05038	0.12002	0.10341	0.01746	0	0.02417	0	0	0.03897	0	0.00271	0.04873	0.17551	0.03944	0.26884	0.09656	0.08247	0	0.03959	0	0.15736	0	0	0	0	0	0	0	0	0	0	0.09732	0	0	0.04155	0	0.11848	0	0.12976	0	0.03023	0.04737	0.09461	0.14045	0	0	0	0	0	0	0	0	0.12558	0.06046	0.25279	0.28046	0	0	0	0	0.03195	0.01366	0.03892	0.00321	0.0455	0.0637	0.07006	0.06159	0.00999	0.06588	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.07547	0.34371	0	0	0.33852	0.09488	0.26017	0.17536	0.05523	0.48388	0.03164	0.17601	0.29146	0.54069	0.33676	0.20877	0	0	0.41481	0.16684	0.45745	0.44098	0.46035	0.19439	0.25759	0.31251	0.01383	0.11936	0.42109	0.03955	0.00508	0.10038	0.13182	0.22057	0.23425	0.58853	0.43974	0.20568	0.081	0.18418	0.09447	0.53638	0.24314	0.15389	0.1539	0.30399	0.42692	0	0.1027	0.29845	0.34441	0.21332	0.27676	0.06018	0.04304	0.0394	0.20143	0.07626	0.16447	0.31756	0.04106	0.22746	0.06874	0.08462	0.09445	0	0	0.00338	0.00524	0.97693	0.07331	0.01874	0.09164	0.11438	0.11703	0.28026	0.03706	0.21018	0.09698	0.05929	0	0.02468	0	0.00429	0.02564	0	0.09356	0	0.10673	0.13059	0.06958	0.17955	0.17655	0.05193	0.14804	0.05303	0.07848	0.30658	0.13064	0.02337	0.49322	0.08787	0.01891	0	0.01584	0	0.10246	0.49196	0.15471	0.20946	0	0	0.02126	0.06171	5.1167	0.09623	1.49597	0.04488	0.01667	0.07453	0.03456	0.04291	0.11977	0.02122	0.06894	0.0906	0.24937	0.29249	0.27482	0.09949	0.02103	0.18178	0.07647	0.15692	0.07572	0.10756	0.09546	0.23759	0.90276	0.73081
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	0.04337	0.01044	0.01567	0	0	0	0	0	0.11558	0.07466	0.06159	0.14683	0	0	0	0	0.03486	0.02084	0	0	0.01583	0.02161	0.01858	0.00952	0.07328	0.0287	0	0	0	0	0	0	0	0	0	0.07034	0.02656	0.04726	0.00697	0.07237	0.00112	0	0	0	0	0	0	0.15082	0.03101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05695	0.01968	0	0	0.00356	0.04934	0	0	0	0.06287	0	0.01568	0.05665	0.03567	0.08204	0.01834	0.04387	0.03141	0.07323	0.03851	0.04701	0.03188	0.00226	0.02788	0.02992	0.03128	0	0.04996	0	0.01495	0.03464	0.05964	0.02535	0	0.01545	0	0.02288	0.01997	0	0.02033	0	0.01879	0	0.06616	0	0	0	0	0	0	0	0	0.01422	0	0.01347	0	0	0.1826	0.09316	0.04662	0.0176	0	0	0	0	0.04562	0.01663	0.01321	0.01873	0.05555	0.0441	0.02879	0.06183	0.04052	0.08299	0.1595	0.06835
k__Bacteria|p__Firmicutes|c__CFGB1226	0	0	0.05967	0.13727	0	0.02661	0	0.0089	0.09628	0	0.03735	0	0	0	0	0	0.02259	0.00326	0.01851	0.02676	0.07437	0.03089	0	0	0.01084	0.06214	0	0	0.16692	0.01779	0.02066	0	0	0	0	0.01817	0.01768	0.01342	0.00575	0.01782	0.00693	0.06611	0.0806	0	0	0.04533	0.01288	0.03572	0.02688	0.02088	0.00959	0	0	0	0	0.16027	0.2505	0	0	0	0	0	0	0.05244	0.0277	0.00092	0	0.02306	0.05604	0	0	0.04353	0	0.00748	0.00791	0.05401	0.0155	0.3207	0.00852	0.04659	0	0.16578	0	0.20691	0.08265	0	0.02125	0	0.01628	0	0.00918	0	0.02578	0.00638	0.02394	0	0	0	0.0991	0.13262	0	0.06777	0.03993	0	0.02544	0	0.02514	0	0.19764	0.05376	0.06238	0.02893	0.00642	0.03187	0	0.01453	0	0.01825	0	0	0.02093	0.038	0.07196	0.0506	0	0	0	0	0.0243	0.01073	0.01539	0.01325	0.29843	0.35192	0	0	1.09205	0.55033	0.01842	0.01353
k__Bacteria|p__Firmicutes|c__CFGB76465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0	0.05195	0.0585	0.01894	0.02357	0	0	0.07211	0.05827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14105	0.3415	0.04973	0.00153	0	0	0.23076	0.03516	0.16064	0.15431	0.38452	0.49787	0	0	0.07066	0.0335	0	0	0	0	0	0	0.08142	0.00629	0.00459	0.01218	0.10379	0.11774	0	0	0	0	0	0	0.36561	0.01351	0.05697	0	0.04095	0	0.05873	0	0.24954	0.13341	0	0	0	0.00015	0	0.05238	0	0.02034	0	0	0.03365	0.00223	0.01776	0.02956	0.05124	0.0307	0.01556	0.10521	0	0.15043	0	0.569	0	0.06924	0.16579	0	0	0.06615	0.18263	0	0	0	0	0	0	0.06813	0.02302	0.01378	0.00275	0	0	0	0	0	0	0.08943	0.04611	0.06467	0.03669	0	0	0.02501	0.05192	0	0
k__Bacteria|p__Firmicutes|c__CFGB1011	0.02917	0	0.04021	0.03955	0	0.03688	0.02129	0.02756	0.05068	0.61571	0.16598	0.06294	0.01551	0.02004	0	0.03134	0.02316	0.04577	0.01548	0.00983	0.00552	0.02292	0.0033	0.00176	0.00454	0.01042	0.10218	0.05318	0.02324	0.02257	0.00938	0.07768	0.03769	0	0	0.02296	0.0247	0.00371	0	0.02599	0	0.32765	0.00855	0.03925	0.03406	0	0	0.40577	0.02937	0.05553	0.03194	0.00095	0.10842	0	0	0.04694	0.01869	0.03662	0.05248	0.04779	0.00266	0.02085	0.21431	0.00277	0.01325	0.00088	0.00908	0.01903	0.0204	0.02144	0.00962	0.05481	0.02413	0.03324	0.01754	0.01862	0.01272	0.02035	0	0.02047	0.03338	0.04603	0.01478	0.03003	0.00562	0.04907	0.01137	0.06284	0.00538	0.02097	0.07451	0.08748	0.01848	0.03033	0.01019	0.00956	0	0.15671	0.05755	0.02494	0.07827	0.01446	0	0	0.01986	0	0.03578	0.01973	0.01964	0.01707	0.118	0.02898	0.03182	0.03538	0	0.00415	0	0.03065	0	0	0.05102	0.0202	0.01622	0.0119	0.06783	0.00146	0	0	0.0932	0.02976	0.06575	0.01185	0.01757	0.0205	0.03024	0.02481	0	0.00826	0.03603	0.00868
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0	0	0.05553	0.04422	1.15852	0.06109	0.14512	0.0722	0.05697	0	0.02316	0	0	0	0.03368	0.01477	0.0864	0.41501	0.01393	0.00063	0.06246	0.02275	0.10253	0.02041	0.21112	0.24974	0.00498	0.01337	0.08351	0.02082	0.00448	0.0305	0.01369	0	0	0	0.00835	0.28566	0.51157	0	0.02427	1.16091	1.14486	0	0	0.20554	0.09502	0.03035	0.17519	0	0	0.03441	0.12142	0	0	0.06303	0.05229	0	0	0	0.0429	0	0.53847	0.51622	0.35507	0	0	0.08191	0.21494	1.00953	0.22541	0.00031	0.01515	0	0.02203	0.10065	0.01064	0.05618	0.02955	0.00326	0.02425	0.00572	0.0749	0.02379	0.0004	0	0.02142	0.00529	0.00411	0.06864	0.08836	0.07028	0.87499	0.00189	0.00158	0	0.00093	0.01635	0.07229	0.01704	0.12377	0.02297	0.07072	0	0.0306	0	0.16524	0	0.03909	0.05084	0.02284	0.00248	0.01657	0.04444	0	0	0	0	0.01675	0.03211	0.0295	0.00921	0.04001	0.07105	0	0	0	0	0.10502	0.04122	0	0.01197	0	0	0.02565	0.01901	7.00E-05	0	0.08856	0.25423
k__Bacteria|p__Firmicutes|c__CFGB1227	0.0064	0	0.03099	0.08517	0	0.01941	0	0.0647	0.05077	0.5083	0.04816	0.30973	0.09598	0.11941	0	0.02362	0.03802	0.00904	0.15245	0.02811	0.0076	0.00496	0.02371	0.01601	0.01734	0.04209	1.4563	2.96047	0.3167	0.00138	0	0.09738	0.28623	0	0	0.01144	0.0182	0	0	0.65037	0.00776	0.35193	0.19998	0.11076	0.20435	0.00291	0.00027	0.35868	0.0759	0.47572	0.48969	0.0538	0.66519	0	0	0.00725	0.059	1.38654	0.32043	0	0.03463	0	0.75525	0.03332	0.05082	0.00671	0.00902	0.03467	0.0276	0	0	0.19156	0.11194	0.01484	0.05363	0.00857	0.01029	0.08224	0	0.01821	0.0103	0.01846	0.03608	0.02151	0.00751	0.05192	0.04604	0.31161	0.05281	0.02457	1.06822	0.08446	0.64483	0.01122	0.02393	0.02816	0	0.21504	0.00719	0	0.62645	0.01299	0	0	0.04869	0	0.00756	0.00755	0.00581	0.00146	0.17422	0.00594	0.05297	0.12698	0	0.00478	0	0.07155	0	0	0.0782	0.01496	0	0	0.77567	0.06709	0	0	0.00394	0.00276	0.03231	0.01454	0.02661	0.03093	0.14344	0.18116	0.01029	0.03955	0.06042	0.01829
k__Bacteria|p__Firmicutes|c__CFGB45503	0	0	0	0	0	0.11269	0	0.08124	0	0	0	0	0	0	0	0	0.01506	0	0.0261	0.00531	0	0	0	0	0	0	0	0	0	0.05674	0.06027	0	0	0	0	0	0	0	0	0.00066	0	0.05481	0.00736	0	0	0	0	0	0	0.03368	0.0635	0	0	0	0	0.0148	0.03504	0	0	0	0	0	0	0	0	0.09421	0.11176	0.02084	0.03253	0	0	0	0.02799	0	0.12267	0	0.00881	0	0.01264	0	0.09924	0	0.1498	0	0	0	0.02147	0	0.01708	0	0.00629	0	0	0	0	0.01093	0	0.00241	0	0.04758	0.02532	0	0.0541	0	0.51396	0	0.24513	0	0.11119	0.1221	0.0019	0	0	0	0	0	0	0	0	0	0.09069	0.04789	0.04933	0.13475	0	0	0	0	0	0	0	0	0.0934	0.07235	0	0	0.05277	0.02165	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	0	0	0.37087	0.21655	0	0.00389	0	0.00881	0.03338	0	0.00322	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06439	0.16883	0	0	0	0	0	0	0	0	0	0.00558	0.00172	0	0	0.01121	0.06539	0.0483	0.0403	0.01462	0.11041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00485	0	0.02777	0	0	0.00735	0	0.00013	0	0	0	0	0.02587	0.79061	0	0.01173	0	0.09206	0.01251	0.14057	0.06391	0.00947	0	0	0	0	0.02105	0.01836	0	0.0342	0	0	0	0.03785	0	0	0	0.06133	0.00779	0	0	0	0.04564	0	0	0	0	0	0	0.01494	0.02535	0.03008	0	0	0	0	0	0	0	0	0	0.00469	0.01204	0	0	0	0.00999	0.01676	0.25587
k__Bacteria|p__Firmicutes|c__CFGB2954	0	0	0	0	0	0.00911	0	0.00183	0.01369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15627	0.03309	0	0	0.03547	0.01393	0.05384	0	0	0	0	0.0361	0.0127	0	0	0	0	0.00091	0.03333	0	0	0	0	0.05136	0.01053	0.1785	0.10047	0	0	0	0	0.10114	0.22574	0	0	0	0	0	0	0.01985	0.00071	0	0	0	0	0	0	0	0	0	0	0.00716	0.00458	0.00578	0.02491	0.04777	0.05103	0.19422	0.04294	0	0	0	0	0	0	0.08793	0	0.10139	0	0	0	0	0	0	0.02459	7.00E-05	0	0.01754	0.00342	0	0.00487	0	0.0981	0	0.07211	0.11899	0	0	0.03566	0	0	0	0	0	0	0	0.03229	0.05368	0.06717	0.11438	0	0	0	0	0.00899	0.00077	0	0	0.07518	0.06232	0.0119	0.03454	0.07128	0.05333	0.03177	0.19876
k__Bacteria|p__Firmicutes|c__CFGB75721	0	0	0	0	0	0.50338	0	0.35625	0.01275	0	0.02457	0	0	0	0	0	0	0	0.49582	0.06664	0.02888	0.01306	0	0	0.49552	0.7858	0	0	0.41752	0.00122	0.00926	0	0	0	0	0.14207	0.24816	0	0	0.0862	0.00079	0	0	0	0	0	0	0.00622	0.10541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03634	0.10638	0	0	0.22898	0.33612	0	0	0	0.06129	0	0.12296	0.03217	0.00291	0.03985	0	0.08215	0	0.0752	0	0.23374	0.05925	0	0	0	0	0.06559	0.05068	0.02691	0.03052	0	0	0.04026	0	0	0.16046	0.03649	0.15466	0.08129	0.00577	0	0.00219	0	0.02721	0	0.04598	0.05423	0	0	0.24123	0.38596	0	0	0	0	0	0	0.1651	0.08365	0.19328	0.1244	0	0	0	0	0.07579	0.1016	0.0119	0.04266	0.0431	0.24116	0.19683	0.18577	0.00102	0.00642	0.21469	0.14994
