clade_name	ML1375	AT2302	JE2361	MV1301	JS1364	JA1369	JL1316	JH2373	EH1307	AM2314	AK2371	HP2337	AN2355	KK1350	ML2319	JV1357	HT2321	MS1370	JP1303	ET1331	KK2350	KL1367	JA2369	JH1373	MK2305	AK1304	AK1371	JV2357	LT2311	EH2307	AK2351	AP1348	LK1306	JS2364	AK1351	AT1302	JP2303	TS2358	JK1312	JE1361	AE2332	NK1335	PK2324	KK1376	MO2363	PK2313	MM1317	TS1358	MV2301	SH2365	VK1336	SK2377	TL2338	JL2316	AN1355	MS1330	AH1343	KL2367	PK1313	PP2368	SK1377	TJ2356	RK2372	HT1321	MK1353	HK2340	AE1332	AM2310	AP2348	EK1349	AS2315	EP1341	EP2341	HN1327	IM2354	KK2376	LK2306	AM1310	SS1323	HP1337	IM1354	KH1326	KM2329	ET2331	KH2326	LT1311	ML1319	HL1333	RS1345	KM1329	AS1315	AH2343	HK1340	AM1314	EK2349	HL2333	JM2360	JM1360	JK2312	MM2328	RS2366	TL1338	TK1342	PH1308	VK2336	TK2342	MM1328	SV1318	PK1324	MK1305	PH2359	SN2320	TJ1356	MR1334	MR2322	SO2346	SO1346	PH2339	MR1322	PH2308	RS2345	PP1368	SV2318	MO1363	SS2323	PH1339	MM2317	SN1320	RA2309	RA1309	MS2370	NK2335	MS2330	RK1372	ML2375	PH1359	SH1365	HN2327	MK2353	RS1366	PT1325	PT2325	MR2334
k__Bacteria|p__Firmicutes|c__Clostridia	63.70539	68.79321	46.61726	71.38223	69.65272	69.15417	49.76845	40.78979	32.98624	74.37252	51.91648	42.51319	53.05746	58.27358	47.85409	51.83936	55.79968	62.29596	57.32236	67.52889	47.12611	73.84195	72.02223	57.79657	51.62814	76.36593	57.67121	49.51478	60.2534	29.93685	62.75416	62.73538	57.438	54.84468	59.82474	56.17393	58.12154	48.52459	51.35988	42.48027	59.00195	73.11407	43.49838	62.16695	58.55386	62.95121	43.87991	35.02262	61.37185	68.80392	53.90857	50.70272	57.53447	69.43509	36.84766	45.50325	73.15731	75.07422	55.34495	62.71478	56.38413	38.42849	67.6535	50.58714	37.18137	48.50247	45.09881	58.37709	62.73937	67.94215	56.74294	40.00691	61.69074	55.22123	33.30155	51.95592	53.79734	59.39757	69.85345	46.73083	51.78712	58.15365	55.09248	54.45247	53.54033	63.76182	49.92964	54.34456	79.22968	55.76557	62.65777	72.65047	49.75078	73.66638	75.81747	55.1261	27.57852	31.46386	35.09299	68.25235	75.95496	67.04681	47.91213	65.59469	39.31826	44.92188	70.24086	49.74219	46.76992	55.1334	42.50709	66.57718	69.18709	57.16311	60.99043	75.6557	67.71231	64.04566	76.45359	53.48013	79.89754	56.80975	58.99964	46.32072	61.15016	59.67868	49.3798	67.93641	67.19552	69.26437	42.77789	72.48219	45.9616	69.96188	55.75793	40.37073	63.15534	48.53253	47.67656	62.72389	32.43639	35.0217	64.9517
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	8.08574	9.39615	9.44297	14.75188	8.98069	9.07918	28.73176	39.71072	39.70016	12.05864	12.49418	41.97967	29.57274	18.41676	19.45397	16.66065	11.19126	3.83586	9.92222	9.11151	21.83222	8.01547	7.72146	20.28987	28.71812	10.3914	10.1545	15.99476	17.72661	44.67226	25.8547	6.75064	26.14005	16.62637	24.05232	15.60578	8.33657	9.20438	36.54854	11.92332	12.78356	12.78501	21.2152	6.69522	16.94354	20.76437	18.2568	16.23957	25.32172	13.37488	13.26489	12.56773	8.49342	12.26862	48.77733	20.98574	12.0336	7.54954	25.89167	18.34135	12.96488	39.40997	8.02086	21.71135	33.27982	8.4358	21.76616	12.05849	16.47443	20.92616	24.31997	23.67741	13.02259	14.89906	44.49044	11.23306	27.55499	23.55694	12.9615	42.10734	32.23875	11.49887	4.4988	24.11119	12.04177	23.59453	15.45555	14.27912	4.0792	5.81702	10.84639	6.40476	17.58459	12.43484	5.99389	14.33567	9.79501	7.93682	56.09093	10.73669	9.28368	3.84035	7.534	20.71021	22.07999	8.2581	11.05142	26.07284	1.12206	28.16661	11.34182	13.74224	5.41171	9.39574	14.94493	10.88979	6.02418	11.99135	12.07692	7.8788	1.41734	28.04836	12.49292	16.33286	22.06555	13.51758	23.70928	12.18028	21.47769	16.60374	20.46292	10.39502	25.59856	7.45325	14.98932	7.78863	20.40794	14.29477	14.79108	22.15156	32.81782	33.94278	6.17376
k__Bacteria|p__Firmicutes|c__Bacilli	6.56154	3.29424	2.66562	0.88501	0.10642	0.31331	2.93864	2.31194	1.39564	4.34243	2.88021	3.2046	1.20927	0.18647	1.60853	4.02885	6.50937	2.55172	0.65365	1.09353	0.95686	2.33009	0.03208	1.18538	0.06734	0.79867	2.00516	0.90745	0.7681	0.29415	0.0954	3.40187	1.63783	4.18887	1.1236	3.01991	8.14408	4.36123	0.07894	1.4609	4.93892	0.22364	5.32543	0.20215	2.30018	0.93959	4.45885	1.96119	1.88947	1.85048	2.19323	3.39332	9.68154	2.97652	0.38475	5.20539	0.16622	3.07908	1.95042	0.68512	4.58928	1.1076	4.09205	2.59925	3.95941	1.6	0.22275	4.00794	0.09622	0.12125	0.91198	8.58304	3.89296	0.61551	1.0949	0.21844	1.57584	3.46413	0.12108	0.00692	0.94388	0.59037	8.06319	1.19382	2.83389	0.07217	1.26709	7.52247	0.16293	2.91898	3.10698	0.18332	1.80804	1.53112	3.8271	6.69077	3.02946	2.22885	0.09069	0.79777	2.14419	6.92617	9.82143	0.78892	3.57128	8.4079	1.03571	3.02569	2.93703	0.21253	5.63779	1.07812	0.95269	6.44447	11.0067	0.8117	0.78134	7.04951	1.73605	6.69772	0.85038	0.76498	5.15821	3.82697	0.59338	4.6794	4.63668	1.3442	0.49761	1.59232	2.45391	0.65722	0.82491	1.99419	4.03868	5.60676	0.57981	0.82457	9.60426	3.95488	7.97785	5.73866	3.07978
k__Bacteria|p__Firmicutes|c__Negativicutes	4.93329	0.69114	0.04467	0.88205	1.72902	3.7563	4.52202	1.11716	3.65881	0.75337	0.44337	4.4658	3.78396	5.81753	3.58894	3.37727	0.6631	3.67103	14.37352	0.90316	13.22381	0	3.45302	1.44509	0.94996	0.28742	0.42898	3.66317	3.5547	2.35693	1.19367	1.17624	1.91409	3.63431	1.73496	0.13661	2.91021	1.9844	2.62202	0.01327	2.79239	0.52077	0.17091	3.78375	3.60394	1.70667	1.71979	2.18256	1.67007	1.16946	0.4949	2.57751	0.71033	2.00586	0.29435	1.04997	3.37963	0	1.40338	3.39895	2.55401	2.46347	1.07947	1.13293	6.77292	3.12856	1.90727	0.47897	2.122	3.46512	2.8111	3.15861	0.66027	2.02272	5.94172	3.30661	1.18872	0.65977	1.1291	3.70653	4.72005	2.14217	6.64095	1.46609	2.37673	1.53802	2.1554	2.0866	3.29584	5.58755	1.70377	7.1687	2.79944	0.80525	4.03544	2.02065	0.45335	0.42447	1.1555	3.19142	2.82152	0.5072	1.22527	0.55185	0.72079	1.11478	2.81278	0.30907	0.15753	0.5565	0.81665	1.53926	1.45942	0.90074	1.23994	1.11143	1.05062	0.77863	1.07806	0.05943	0.89244	2.68722	0.33951	1.38868	1.51615	0.81185	2.83112	1.37887	2.80103	2.21696	1.81794	0.79968	0.5501	0.9077	4.08924	0.27363	0.81001	2.1194	4.59574	1.14126	2.10784	2.31197	0.4695
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	4.84262	1.02475	9.89463	2.6498	2.76811	4.14116	5.68786	1.32177	0.56938	4.63435	5.70977	2.68509	1.4463	4.14978	5.35591	4.49952	5.49738	7.61376	0.81221	7.64748	3.00367	2.2493	5.24186	2.50631	5.18467	2.29704	4.34638	1.93949	1.80513	0.40302	2.36276	3.93098	1.01261	2.17085	3.09869	1.45547	1.93245	3.61135	1.77632	9.61303	5.76324	2.68905	5.79119	5.06411	3.29613	3.1372	3.41071	3.05897	3.23607	6.13274	4.40051	1.51875	9.48284	6.06039	2.67282	0.92306	3.5206	5.44622	5.16535	2.51227	4.05756	1.10194	2.96077	6.44404	3.36548	5.27144	6.3122	3.12662	5.24109	3.05197	2.59103	1.27408	4.80453	7.43905	2.72608	4.13986	1.59791	3.08876	3.6659	1.52439	3.57911	3.52359	6.28305	6.09183	3.26341	1.60677	4.03763	3.42446	1.88629	7.01183	6.23779	4.66913	3.33807	6.68344	1.56618	5.39296	11.63381	11.70661	1.55476	4.2348	2.12708	4.404	4.43433	2.01837	3.25963	4.04798	3.9562	3.29302	15.56505	4.44684	3.80828	1.79674	4.39157	2.65896	3.75072	2.6817	5.73694	4.76102	3.92024	7.58455	0.66022	3.04977	3.71631	3.76556	2.74221	3.27492	4.17854	1.50434	2.70203	2.425	5.41238	4.3343	0.91755	1.95408	6.09976	5.12786	3.29742	5.44798	7.20421	1.27306	1.80049	1.93169	5.19521
k__Bacteria|p__Actinobacteria|c__Actinomycetia	3.17547	1.9789	13.98053	3.11066	11.83372	2.3488	1.51841	2.18667	0.14825	0.04915	0.82266	1.24826	0.35028	4.80469	1.41044	0.59795	2.24542	7.46352	1.90213	8.01845	2.89752	6.55961	7.11355	9.46485	2.37747	1.97676	1.11252	0.46223	3.33484	0.08923	0.95719	16.31878	0.0078	10.90511	1.23185	3.40028	1.91525	0.46812	2.57345	17.82713	8.8888	3.33932	0.238	15.87454	6.80481	3.14559	16.67084	0.54158	0.92581	3.32098	0.62394	10.26325	1.04152	2.50912	0.33644	1.91958	0.00015	1.26961	4.06133	5.30321	4.86664	5.41185	0.37554	0.92032	4.67555	12.29588	19.43691	11.74844	3.81321	0.01656	7.01434	5.78446	2.77018	15.75375	7.17364	21.71763	0.04669	1.86731	4.33063	3.49463	1.49276	15.37293	7.93261	3.72062	20.24673	3.22405	0.82045	4.71669	2.49443	12.55466	4.56548	0.03204	2.23116	0.03074	2.84747	4.52202	7.34982	7.52018	2.8296	4.10023	1.3481	4.26761	1.59685	3.19869	0.22088	0.76446	3.09149	3.85227	7.78035	5.90622	3.17564	1.26577	9.57578	7.55567	2.53071	4.64192	12.72964	0.7262	0.5673	0.38132	13.99657	3.02068	11.06386	13.31518	3.06116	3.43485	2.42875	0.59029	0.99302	4.05403	10.19723	4.29353	2.07441	0.055	3.18487	10.60797	9.128	23.41378	0.12163	3.58926	2.05182	3.80023	6.05805
k__Bacteria|p__Firmicutes|c__CFGB76185	2.11082	1.40142	0	0	0	0	0	0	0	0	0	0	0	0	4.25781	0	0	0	0	0	0	0	0	0	1.76181	0	0	0	0	0	0	0	0	0	0	1.38439	0	15.47596	0	0	0	0.39033	0.37264	0	0	0	0	22.03435	0	0	3.13506	1.97677	0	0	0	16.42274	0	0	0	0	0.68978	3.14597	0.2306	0	0	0.22644	0	0	0	0	0	6.35938	0.91387	0	0	0	0	0	0	0	0	0.63135	0	0	0.49284	0	12.68058	0	0	0	0	0	6.34675	0	0	0	0	0	0	0	0	0	0	0	12.32481	0	0	0	0.00569	0.13727	10.74139	1.73997	0.11715	3.35891	0.03254	0	0	0	0.03347	0	0	0	0	0	0	0	0	1.93831	0	0	0	0.28883	15.51629	0.59984	4.51536	6.39746	0	0	0	0	0	0	1.99932
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.77406	1.46725	0.12618	2.62671	2.57429	0.92624	0.3556	0.41582	1.23104	1.24437	1.84894	1.62562	2.48254	3.389	0.56323	2.63127	0.93919	0.61421	0.12	1.10513	2.77343	0.78904	2.37602	1.04946	2.20756	0.83384	1.67551	2.44003	11.38931	1.01263	2.74202	1.51029	0.51371	2.32002	5.55887	2.1773	0.48096	1.06558	3.37672	0.10363	2.03501	1.36209	0.12739	1.29822	0.34345	4.15214	0.32052	0.45782	2.76865	1.47485	0.58016	2.70216	0.33741	1.2339	2.07559	1.28429	0.54578	0.84948	2.92861	0.8456	1.2436	0.17919	1.82684	0.83191	0.61181	0.64596	1.65424	0.72376	4.21033	0.7056	0.69407	0.23022	0.46178	2.0594	2.19891	0.41577	0.9059	0.46433	1.61443	0.55425	1.7977	1.34259	2.99319	0.71776	0.69588	3.56642	0.132	0.53728	3.05095	2.0899	1.06846	1.34454	1.52292	1.71583	3.28059	0.41044	3.61048	4.66533	1.32666	0.63485	1.69362	0.29535	1.07435	0.56632	0.32257	1.25432	1.3841	0.83696	0.23517	0.64559	1.08704	2.62122	0.31732	0.86867	1.74758	1.22672	2.14556	1.65943	0.96495	1.92197	0.66644	0.52037	1.48591	0.39288	1.40297	2.74669	0.33086	2.29137	0.36656	0.34602	0.21826	3.03098	0.42022	1.5118	0.14062	0.48824	0.66219	0.91662	1.58197	0.79757	0.53717	0.68569	0.70412
k__Bacteria|p__Firmicutes|c__CFGB14936	1.26671	1.22589	0	0	0	0	0	0	0.6526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55881	0	0	0	0	0	1.15897	0	1.59841	0	0	0	0	0.25923	0	0	0	0	0.62358	0	0	0	0	2.7547	0	0	0	0	0	0	1.22683	0	0.80991	0	0	0.34056	0	0	0	0	0	0.49855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71899	0	0	0.79401	0	0	0	0	1.64312	0	0	0	0	0	2.1035	2.37834	0	0	1.41985	0	0	0.65561	0	0.01745	0	1.79351	1.15563	0	0	0	0	0	5.66341	0	0.82963	0	0	0	0	0	0	0	0	0	0	0	0	0.71332	0.16087	0	0	0.00178	0	0	0	1.73652
k__Bacteria|p__Actinobacteria|c__CFGB12107	0.67995	0.55537	0.47471	0.56263	0	1.27748	0	0	0.04045	0	0	0	0	0	0.43541	0.79705	0	1.14599	0.24111	0	0	0.8524	0.53064	0	0	0.96563	0	0.38648	0	0.06182	0.64874	1.57852	0.18708	0	0.61504	0.69303	0.42138	0	0	0.19954	1.08251	0	5.82878	0	0.48949	0	0	0	0.45911	3.12792	0	0.14046	2.04812	0	0	0.47482	0.91313	2.96078	0	1.14535	0.78421	0	0.68659	0	0.54883	0	0.24652	0	0.59979	0	0	0	0	0	0	0	0.83659	0	2.42525	0	0	0	2.27761	0	0	0	0.03272	1.4171	0	2.65957	0	1.06876	0	0	0	0.76867	3.41197	1.10113	0	0	0	1.55465	0.70219	0.66034	0	1.45636	0	0	0.33303	0	0.25229	1.66469	0	0.87559	0	0.41034	0.05215	0	0	2.87279	0	0.5411	0	0.87074	1.14154	0	0	1.00328	0	0	0.59146	0	1.29912	1.02311	0.26515	0.83113	0.83338	0	1.7739	0	0.66651	0.56183	2.12883
k__Bacteria|p__Bacteroidetes|c__CFGB4405	0.63767	0.46622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76843	0	0.55065	0	0	0	0	0.05299	0	0	0	0	2.35607	0	0	0	0	0	0	0	3.05901	0	0	0	0	0	0	0	0	0.71162	0	0	0	0	0	0	0	0	0	1.08571	0	0	0	0	0	0.41953	0	0.61993	0	0	0	0	0	0	0.81312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90888	0	3.85251	0	0	0	0.83225	0	0	0	2.2126
k__Bacteria|p__Firmicutes|c__CFGB3068	0.36686	0.29831	0.28015	0.19786	0.11322	0	0.07488	0	0.14918	0	0.24737	0	0	0	0.42844	0.53002	0.41812	0	0.0261	0	0	0.33085	0	0	0.10437	0.2027	0.13963	0.32517	0	0.16604	0	0.10125	0.19731	0.19919	0	0.17612	0.21553	0.44604	0.04842	0.04375	0.16714	0.27411	0.1504	0	0.38486	0.23047	0.21243	0.04004	0.16279	0.08799	0	0.27734	0.75298	0.17293	0	0.24539	0	0.43754	0.45495	0.18287	0.37401	0.18913	0.49013	0.20198	0.01705	0	0.09146	0.36974	0.03245	0	0	0.10082	0.70891	0	0.0621	0	0.11469	0.30165	0	0	0.58253	0.37096	0.70795	0	0.2688	0	0.17869	0.19544	0	0.28677	0	0	0	0	0	0.18086	0.27252	0.23666	0.05122	0.28193	0	0.21731	0.46783	0.22329	0	0.60655	0.10405	0.58986	0.02814	0.12393	0.74231	0.36821	0.36812	0.38407	0.25662	0.25526	0.57443	0.36321	0.39594	0.71011	0	0.12534	0.64046	0.15951	0	0.62746	0.24939	0.35863	0.3144	0.3868	0	0.14001	0.43103	0.40609	0.17875	0.31893	0.0325	0	0.27093	0	0.15786	0.25084	0.42146
k__Bacteria|p__Firmicutes|c__CFGB4806	0.33345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09042	0	1.74969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55447	0	0	0	0	0	0	0	0	0	0	0.37961	0	0	0	0	0	1.01606	0	1.4042	0	0	0	0	0	0	1.28596	0.81646	0	0	0	0	0	0	0	0	0	0	0	0	1.75318	0.00487	0	0	0	5.43879	0	1.16005	0	0	0	0	0	0	0	0	0	0	0	0	3.14605	0	0	0	0	0	0	0	0	0	0	0.00203	1.81106	0	0	0	1.59053	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.32062	4.57254	0.0265	0.44859	0.28326	0.13332	0.22192	0	0.06677	0	0.46655	1.09411	0	0.04908	0.0428	2.82229	0.0365	0.40565	0.02056	0.30027	0.00961	0.37144	0.0464	0	0.01416	0.11124	0.17696	0.22349	0.10447	0.12085	0.25027	1.30883	0.28137	0.61592	0.02705	0.72486	0.07614	0.20208	0.01095	0.02282	0	0.54323	0.01295	0	0.24997	0.01531	0.35176	0.07102	0.45703	0.16994	0.51917	0.39183	0.58774	0.50228	0	0.56319	0.22405	0.99674	0.01748	0.99824	0.4849	0.11422	0.69319	0.57727	0.71438	0.20955	0	1.00534	0.56925	0.29366	0.24365	0.03534	0.08529	0.00285	0.32852	0	0.41804	0.26772	0	0.59483	0.54346	0.07768	1.02722	0.31822	1.71111	0.12815	0.05874	0.08562	0	0.92056	0.35496	0.52427	0.09521	0	0.60006	0.13466	0	0	0.00211	1.69811	0.08872	0.21704	0.3453	0.3976	0.90748	0.29682	1.34288	0.26297	0.00423	0.02637	0.00624	0.05501	0.1956	0.11636	0.2792	1.00226	0.92016	0.30223	1.69643	0.20573	0	0.73421	0.47989	0.25902	0	1.86941	1.07587	0.05469	0.55946	0.19868	0.05639	0.89713	1.19123	1.34583	0.78556	0.09021	0.35464	0.04182	1.65052	0.21584	0.10353	0.09626	0.42736
k__Bacteria|p__Proteobacteria|c__CFGB3069	0.2737	0.05983	0.31915	0.02262	0	0.01526	0	0.43732	0.08037	0	0.34366	0	0.00227	0	0.12948	0	0.14221	1.33189	0	0	0	0.01116	0	0.06225	0	0.00482	0.16142	0.00194	0	0.01624	0	0	0.02368	0	0	0.14378	0	0.06394	0	0.15773	0	0.0072	0.67567	0	0.00855	0	0.04863	0.05333	0.00403	0.00184	0.06645	0.23243	0.04769	0	0.04297	0.02199	0	0.00477	0	0	0.08131	0.15897	0.02661	0.12497	0.40549	0.93415	0.0082	0.17216	0	0	0.01877	0.23303	0.51587	0	0	0.00553	0.12799	0.41575	0	0	0	0.05877	0.00428	0	0	0	0.16363	0.02131	0	0.00138	0.02864	0	0.36748	0	0	0.02129	0.16413	0.23314	0	0.00732	0.15644	0.03196	0.11339	0.0211	0.01861	0.18209	0.01907	0.10856	1.82075	0	0.04456	0	0.05928	0.01503	0.06651	0	0.02098	0.02602	0	0.94406	0	0	0.03851	0.08239	0	0.059	0.0137	0.00148	0	0	2.01043	0	0.0116	0.11014	0.0485	0.03775	0	0	0.10969	0.00385	0.08974	0.06768	0.00692
k__Bacteria|p__Firmicutes|c__CFGB76783	0.20899	0.01478	0.42903	0	0	0	0	0.11825	0	0	0.10761	0	0	0	0.03529	0.71167	0	0.03212	0.52417	0	0	0	0	0.31448	0	0.30465	0.06613	0.82236	0	0	0	0.05508	0.4548	0	0	0.03513	0.28829	0	0	0.37826	0	0	0.03347	0	1.36892	0	0.00344	0	0	0	0	1.37082	0.66434	0	0	0.0042	0	0	0	0	0.15903	0.00125	0.24662	0	0.01458	0.01736	0	0.02713	0.00479	0.33392	0	0	0	0	0	0	0.51958	0.0146	0	0	0	0	0.48664	0	0	0	0.03924	0.81655	0	0.32955	0	0	0	0	0.16989	0.14516	0.96948	1.80518	0	0	0	2.78349	0	0	0	0	0	0.71251	0.04083	0	0.40356	1.361	0.01036	0.00054	0.51971	0	0	0	0.15428	0	0	0	0.3819	0.84894	0	0	0	0.4573	0	0	0.00797	0	0.00378	0.59448	0.20192	1.65946	0	0.66139	0	0	0.174	1.02016	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.10623	0.1613	0.13151	0.15987	0.1274	0.16395	0.15602	0.17316	0.53643	0.01323	4.86889	0.22167	0.56433	0.97589	0.44242	0.16395	0.06349	0.05881	0.25407	0.00804	1.20966	0.11994	0.09376	0.20222	0.12761	0.15268	2.91501	0.07128	0.00261	0.67186	0.14528	0.04602	0	0.03528	0.19289	0.13019	0.10972	0.19778	0.63678	0.13521	0.49599	0.17823	0.08353	3.91241	0.72742	1.53358	0.40674	0.358	0.31792	0.15207	0.08179	0.51952	0.00414	0.16245	0.96941	0.12671	0.45961	0.01688	0.67997	0.70653	0.53466	1.64442	0.11014	0.40367	0.04746	0.35262	0.22751	0.47154	0.14793	0.01927	0.63335	0.48951	0.17144	0.04333	0.36041	1.45534	0.00039	0.11185	0.05653	0.16183	0.00723	0.03919	0.04368	0.07945	0.02082	0.0147	1.23763	0.05158	0.2817	0.0101	0.04522	0.4118	0.50866	0.01024	0.01622	0.10348	0.30226	0.13681	1.13114	0.01593	0	0.00313	0.75069	0.84008	0.44926	3.19215	0.05005	0.04151	0.01723	0.61428	0.08081	0.03128	0.0347	0.05977	0	0.32091	0.30351	0.21745	0	0.02184	0.00399	2.01176	0	1.1747	0.09686	1.09923	0.50995	0.03787	0.00111	0.00298	0.5526	0.64441	0.23951	0.0596	0.74833	0.02047	0.2536	0.06024	0.0144	0.00924	0.03268	0.04961	0.05149
k__Bacteria|p__Firmicutes|c__CFGB3070	0.09949	0.00043	0.00362	0	0	0.71651	0	0.16172	0.0038	0	0.39853	0	0	0	0.03885	0	0.02632	0.10082	0	0	0	0	0.29551	0.077	0	0	0.30923	0.01654	0	0	0.3789	0	0.01245	0	0.50989	0.00684	0	0.01644	0	0.03447	0.19099	0	0	0	0	0.30889	0.01036	0.01568	0	0	0.0775	0	0.02622	0	0	0	0	0	0.3689	0	0	0.08699	0.02345	0.07056	0.04607	0	0.06022	0.02125	0	0	0.02392	0	0	0	0	0.00034	0.01617	0.08969	0	0	0.00285	0	0.00519	0	0	0	0.04101	0.00326	0	0.00373	0.00296	0	0.00207	0	0	0.0002	0	0	0	0.00032	0.1139	0.00672	0	0	0.05445	0	0.00557	0	0	0	0	0.00841	0.0095	0.05142	0	0	0	0	0	0.0296	0	0	0	0.00369	0	0	0.00678	0.0145	0	0	0.00471	0	0	0.00158	0.02243	0	0	0	0.19903	0.1313	0	0	0.07212
k__Bacteria|p__Actinobacteria|c__CFGB2992	0.07934	0.22264	0.00387	0	0	0	0	0	0.0477	0	0	0	0	0	0.7716	0.02639	0	0	0.68282	0	0	0	0	0	0	0.00415	0	0.01509	0	0.01921	0	0	0	0	0	0.29853	0.46744	0.01158	0	0.00167	0	0.06706	0.58933	0.04335	0.00268	0	0.02637	0	0	0	0.56718	0.22445	0.62012	0	0	0	0	0	0	0.01582	0.81489	0.14899	0.66037	0	0.1682	0	0	0.85947	0.00882	0	0	0.78134	1.40213	0	0	0.09934	0	0.42341	0	0	0	0.70609	0	0	0.02573	0	0.15153	0.69188	0	0	0	0	0	0	0	0.54633	0.00987	0.01006	0	0	0	0.49977	0.04692	0.05195	0.14277	0.05339	0	0.18986	1.94097	0.01069	0	0	0.56006	0.01566	0	0	0	0.0395	0	0.14089	0	0.00222	0.40263	0	0	0.02431	0.05614	0	0	0	0	0.02926	0	0.84296	0.01028	0.0028	0	0	0.46593	0	0.00854	0.0033	0.02296
k__Bacteria|p__Firmicutes|c__CFGB38642	0.04437	0.61377	0.01411	0.26137	0	0.01466	0.03617	0.52256	1.0978	0.12266	0.17451	0	0	0	2.4167	1.10542	6.18301	0.12388	1.18477	0.40802	0	1.33228	0	0.23021	0	0.55628	0.31687	1.90641	0	1.54682	0	0	0	0	0	1.14246	0.88321	0.98663	0	0.03164	0	1.11324	0.36832	0	0.44429	0	3.38175	2.43383	0.00101	0.08725	4.77615	1.26505	0.15632	0.57074	0	0.01025	0	0.23209	0	0.71138	2.57533	0.41907	1.81742	4.52061	0.34138	0.13056	0.0004	1.18017	0.00337	0	0.34704	0.56657	0.89661	0	0	0	0	0.19424	0	0	0	0.00909	0.57001	1.03219	0	0.00061	1.66204	4.64085	0	0.2913	2.77014	0	0.05941	0.13831	0	2.90788	1.36764	1.12092	0	1.75959	0.03041	0.56569	0.039	0.1207	2.2875	0.04038	0.62358	2.60759	0.04372	0	0.03262	2.61005	1.19118	0.11966	0.65082	0	0.01389	0.66188	0.13731	0.08943	0	0.04045	1.30524	2.07921	0	0.18983	0.66423	4.00064	0	0	0.14389	0.03192	0.02904	4.52149	0.00336	3.92462	0.04284	0	2.40419	0.00153	0.71798	1.17288	0.12142
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.04179	0.19249	0.88444	0.72926	1.61058	4.71512	1.20513	5.79941	1.40011	0	3.79861	0	5.08924	3.23997	0.52192	0.00405	1.01073	0.4797	0.10954	0	6.4705	0.10626	0.42614	0.19984	6.15021	0.0267	6.68892	0.00026	0.07965	0.5005	0	0.08447	2.78975	3.8129	0	1.50603	5.07931	0.32662	0	0.77315	0	0.60665	3.52994	0.00298	0.20723	0	0.9458	0.07921	0	0	0.37428	0	1.05369	0.09316	3.00368	0.088	2.3954	0.01089	0	0.00641	0	0.11361	0.45746	0.86801	0.05603	5.42765	1.22882	0.8034	0.21328	0	0	2.75451	1.15028	0	0	1.88967	2.48872	1.56199	1.32134	0	0	1.60998	0.00934	0	0.1107	0.02826	0.55803	0.87691	0	0.0035	0	3.46065	2.79691	0	0	0.15601	3.57739	3.32953	0	0.03541	0.2936	0.59186	0.20001	0.99946	0.03675	0.01529	0.04374	0.83819	6.23408	1.35222	1.41817	0.03668	0.92169	1.51687	0	0.01545	0.07944	0.007	0	2.86654	0	0.00018	0.54099	0.20627	2.6107	0.23588	0.09632	0.0688	0.00083	0.16145	0	0.18333	0.01466	0.13117	0.01435	0.68702	0	0	0.02961	0.14153	2.29481	1.75624	0.3552
k__Bacteria|p__Firmicutes|c__CFGB9718	0.04091	0	0.02667	0	0.00586	0	0.01835	0.07249	0.10505	0	0.00026	0	0	0	0.03043	0.04531	0	0.2792	0	0.10619	0	0.03616	0	0.00314	0	0.0231	0	0.11684	0	0.06095	0	0.07974	0.05773	0.15458	0	0	0	0	0.08647	0.00464	0	0.02903	0.02986	0.00415	0.00849	0	0.03464	0	0	0.02424	0	0.01504	0.20272	0.03339	0	0	0	0.06972	0	0.22832	0.02552	0.06054	0	0	0.03649	0	0	0.04021	0.05526	0.02684	0.01842	0.04534	0.0008	0.03883	0	0.06361	0.12947	0.03549	0	0	0	0	0.03522	0.04525	0	0	0.01355	0.03725	0	0.06934	0.08187	0	0	0	0.03562	0.05921	0.03101	0.03681	0.0567	0.08846	0.00463	0.04013	0.10288	0	0	0.0283	0.11344	0	0.03023	0	0.03077	0.03333	0.03341	0	0.05066	0	0	0.0751	0.01629	0	0	0.09273	0	0	0	0.06758	0.05944	0.03268	0	0	0.02023	0.0228	0	0	0.08927	0.02929	0.03354	0.0457	0.15076	0	0.00731	0.01724	0
