"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Ruminococcus_bicirculans"	"duration"	"Week 6"	"durationWeek 6"	-7.18867315157801	1.27712100713112	1.81455780069536e-08	8.09292779110131e-06	3.62911556846451e-08	8.23809234041445e-06	NA	"prevalence"	70	61
"Candidatus_Cibionibacter_quicibialis"	"duration"	"Week 6"	"durationWeek 6"	-1.72545286341003	0.288386656905733	4.75070339900413e-07	0.000105940685797792	9.50140454108998e-07	0.000107840941541371	NA	"abundance"	70	62
"Eubacterium_rectale"	"duration"	"Week 6"	"durationWeek 6"	-1.25117919350652	0.294856174290904	7.15740364570115e-05	0.0106406734199424	0.000143142950071328	0.00853625394023301	NA	"abundance"	70	59
"Bifidobacterium_longum"	"duration"	"Week 6"	"durationWeek 6"	-1.20853516804365	0.312978102775124	0.000150418571634062	0.0167716707371979	0.000150418571634062	0.00853625394023301	NA	"abundance"	70	68
"Clostridiaceae_bacterium"	"duration"	"Week 6"	"durationWeek 6"	0.912166128943256	0.217028976620939	0.00225043979867018	0.175407545614219	0.00225043979867018	0.102169966859626	NA	"abundance"	70	69
"Eubacterium_rectale"	"duration"	"Week 6"	"durationWeek 6"	6.77074783098663	2.22665593932314	0.00235974276611057	0.175407545614219	0.000143142950071328	0.00853625394023301	NA	"prevalence"	70	59
"GGB34797_SGB14322"	"duration"	"Week 6"	"durationWeek 6"	1.18175014615374	0.329798756068638	0.00656550986854559	0.418316771624476	0.0130879138172572	0.449684661462136	NA	"abundance"	70	42
"Alistipes_communis"	"duration"	"Week 6"	"durationWeek 6"	-0.944542204727576	0.40023612214826	0.0120345077052256	0.447120585486489	0.0239241860347441	0.449684661462136	NA	"abundance"	70	48
"Anaerostipes_hadrus"	"duration"	"Week 6"	"durationWeek 6"	-0.340886302866048	0.183194896771567	0.0140351753291723	0.447120585486489	0.0140351753291723	0.449684661462136	NA	"abundance"	70	70
"GGB14025_SGB14906"	"duration"	"Week 6"	"durationWeek 6"	1.18408406990348	0.349084802724179	0.00922155489923132	0.447120585486489	0.0183580727237031	0.449684661462136	NA	"abundance"	70	44
