feature	Actinobacteria	Bacteria_unclassified	Bacteroidetes	Candidatus_Melainabacteria	Euryarchaeota	Firmicutes	Proteobacteria	Tenericutes	Verrucomicrobia	Other
JK1312	0.043497617399047	NA	0.365485546194218	NA	NA	0.579236831694733	0.0117800047120019	NA	NA	NA
KK1350	0.0895446447723224	NA	0.184167692083846	NA	NA	0.68066944033472	0.0131933065966533	NA	0.0323997161998581	2.52000126000063e-05
KM1329	0.223897877610212	NA	0.0663014933698507	NA	NA	0.708593329140667	0.000760999923900007	NA	3.49999965000003e-05	0.000411299958870004
LT1311	0.0483625145087544	NA	0.235945470783641	NA	NA	0.692975507892652	0.022433906730172	NA	0.000282600084780026	NA
MK1305	0.103530793177714	0.00436000392400353	0.284743456269111	4.85000436500393e-05	NA	0.575134317620886	0.018566716710045	NA	0.013522212169991	9.40000846000761e-05
MO1363	0.179514728194109	6.00999759600096e-05	0.168916832433267	0.000258699896520041	0.0216837913264835	0.612156755137298	0.0143088942764423	0.000552899778840088	0.00206269917492033	0.000484599806160077
MR1322	0.0448756730745961	0.00549549670270198	0.121103827337704	NA	NA	0.828166803099918	0.000319799808120115	NA	NA	3.83999769600138e-05
MS1370	0.162232883776712	0.00098839990116001	0.0438006956199304	0.00140569985943001	NA	0.780434221956578	0.00490859950914005	3.36999966300003e-05	0.00479699952030005	0.00139879986012001
NK1335	0.0602835542551989	0.00663660597294538	0.131964218767797	NA	NA	0.79022901120611	0.00454890409401369	NA	0.00606650545985492	0.00027120024408022
PH1339	0.0670975731609708	0.000466399813440075	0.136860845255662	0.000235799905680038	0.0225294909882036	0.74937540024984	0.0182997926800829	0.000131299947480021	0.00242989902804039	0.00257349897060041
PH1359	0.166471716647172	2.80000028000003e-05	0.174409417440942	7.03000070300007e-05	0.0211623021162302	0.624670062467006	0.00465380046538005	0.00143540014354001	0.00687020068702007	0.000228800022880002
PK1313	0.0922669092266909	NA	0.265101226510123	NA	NA	0.634042063404206	0.00679980067998007	NA	NA	0.00179000017900002
PT1325	0.0455108499380651	8.53999060601033e-05	0.333797532822714	0.000614599323940744	0.0218513759634864	0.545007700491529	0.0262236711539617	0.0038839957276047	0.0229741747284078	5.06999442300613e-05
RK1372	0.0303218333540167	0.00842960927257021	0.0844460928907023	NA	0.00290940320034352	0.869411156352272	0.00280250308275339	9.01000991101092e-05	0.00131170144287159	0.000277600305360336
RS1366	0.0486232659637138	5.29999629000259e-06	0.221515644939048	NA	NA	0.727021091085236	0.00127719910596062	NA	0.00141529900929069	0.00014219990046007
SH1365	0.132588026517605	NA	0.204079340815868	NA	NA	0.660103432020686	0.00322920064584013	NA	NA	NA
